name	hdr	cited-pid	twin-path	twin-pid	status	print
InflateRect	include/Winbase.h	ms909847	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee501937.html	ee501937	twin-match	 | BOOL InflateRect(LPRECT, int, int)
InitCommonControls	include/Commctrl.h	ms909848	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee501415.html	ee501415	twin-match	 | void InitCommonControls()
InsertMenuW	include/Winuser.h	aa453169			no-twin-page	
InterlockedDecrement	include/Winbase.h	ms885669	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488204.html	ee488204	twin-match	 | LONG InterlockedDecrement(LPLONG)
InterlockedExchange	include/Winbase.h	ms885670	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488427.html	ee488427	twin-match	 | LONG InterlockedExchange(LPLONG, LONG)
InterlockedIncrement	include/Winbase.h	ms885673	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488178.html	ee488178	twin-match	 | LONG InterlockedIncrement(LPLONG)
InterlockedTestExchange	include/Winbase.h	ms885674	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488428.html	ee488428	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI InterlockedTestExchange(LPLONG, LONG, LONG)
InternetConfirmZoneCrossing	include/Wininet.h	ms918350	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee492166.html	ee492166	twin-match	 | DWORD InternetConfirmZoneCrossing(HWND, LPTSTR, LPTSTR, BOOL)
InternetGetConnectedStateEx	include/Wininet.h	ms918361	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee491815.html	ee491815	twin-match	 | BOOL InternetGetConnectedStateEx(LPDWORD, LPTSTR, DWORD, DWORD)
IntersectClipRect	include/Wingdi.h	ms909855	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee502890.html	ee502890	twin-match	 | int IntersectClipRect(HDC, int, int, int, int)
IntersectRect	include/Winuser.h	ms909856	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee500197.html	ee500197	twin-match	 | BOOL IntersectRect(LPRECT, const RECT*, const RECT*)
InvalidateRect	include/Winuser.h	ms909857	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505051.html	ee505051	twin-match	 | BOOL InvalidateRect(HWND, const RECT*, BOOL)
IpReleaseAddress	include/Iphlpapi.h	aa450426	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee494303.html	ee494303	twin-match	 | DWORD IpReleaseAddress(PIP_ADAPTER_INDEX_MAP)
IpRenewAddress	include/Iphlpapi.h	aa450427	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee493830.html	ee493830	twin-match	 | DWORD IpRenewAddress(PIP_ADAPTER_INDEX_MAP)
IsBadReadPtr	include/Winbase.h	ms885688	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488585.html	ee488585	twin-match	 | BOOL IsBadReadPtr(const void*, UINT)
IsBadWritePtr	include/Winbase.h	ms885689	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488361.html	ee488361	twin-match	 | BOOL IsBadWritePtr(LPVOID, UINT)
IsCharAlphaNumericW	include/Winbase.h	ms885690			no-twin-page	
IsCharLowerW	include/Winbase.h	ms885691			no-twin-page	
IsCharUpperW	include/Winbase.h	ms885692			no-twin-page	
IsClipboardFormatAvailable	include/Winuser.h	aa453154	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee501144.html	ee501144	twin-match	 | BOOL IsClipboardFormatAvailable(UINT)
IsConvertINetStringAvailable	include/Mlang.h	ms918805	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms902813.html	ms902813	twin-diff	ret: hdr='HRESULT WINAPI' twin='HRESULT' | HRESULT IsConvertINetStringAvailable(DWORD, DWORD)
IsDialogMessageW	include/Winuser.h	aa453146			no-twin-page	
IsRectEmpty	include/Winuser.h	ms909894	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee506063.html	ee506063	twin-match	 | BOOL IsRectEmpty(const RECT*)
IsValidLocale	include/Winnls.h	ms906219	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921460.html	ms921460	twin-match	 | BOOL IsValidLocale(LCID, DWORD)
IsWindowEnabled	include/Winuser.h	aa453035	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505428.html	ee505428	twin-match	 | BOOL IsWindowEnabled(HWND)
LcidToRfc1766	include/Mlang.h	ms918817	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms902831.html	ms902831	twin-diff	ret: hdr='HRESULT WINAPI' twin='HRESULT' | HRESULT LcidToRfc1766(LCID, LPTSTR, int)
LdapGetLastError	include/Winldap.h	ms892298	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892267.html	ms892267	twin-match	 | ULONG LdapGetLastError()
LdapMapErrorToWin32	include/Winldap.h	ms892267	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892276.html	ms892276	twin-match	 | ULONG LdapMapErrorToWin32(ULONG)
LdapUTF8ToUnicode	include/Winldap.h	ms892319	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892320.html	ms892320	twin-match	 | int LdapUTF8ToUnicode(LPCSTR, int, LPWSTR, int)
LoadAcceleratorsW	include/Winuser.h	ms908162			no-twin-page	
LoadBitmapW	include/Winuser.h	aa453409			no-twin-page	
LoadCursorW	include/Winuser.h	aa453730			no-twin-page	
LoadIconW	include/Winuser.h	ms929247			no-twin-page	
LoadImageW	include/Winuser.h	aa453411			no-twin-page	
LoadLibraryW	include/Winbase.h	ms886736			no-twin-page	
LoadMenuW	include/Winuser.h	ms909853			no-twin-page	
LoadStringW	include/Winbase.h	ms886738			no-twin-page	
LocalAlloc	include/Winbase.h	ms886742	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee487963.html	ee487963	twin-match	 | HLOCAL LocalAlloc(UINT, UINT)
LocalFileTimeToFileTime	include/Winbase.h	ms886740	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee487989.html	ee487989	twin-match	 | BOOL LocalFileTimeToFileTime(const FILETIME*, LPFILETIME)
LocalFree	include/Winbase.h	ms886741	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488030.html	ee488030	twin-match	 | HLOCAL LocalFree(HLOCAL)
LocalReAlloc	include/Winbase.h	ms886742	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488426.html	ee488426	twin-match	 | HLOCAL LocalReAlloc(HLOCAL, UINT, UINT)
LocalSize	include/Winbase.h	ms886743	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488019.html	ee488019	twin-match	 | UINT LocalSize(HLOCAL)
LockResource	include/Winbase.h	aa453416	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa453417.html	aa453417	twin-match	 | LPVOID LockResource(HGLOBAL)
MDDAllocMem	include/oak/Rndismini.h	ms902181	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms902179.html	ms902179	twin-match	 | PBYTE MDDAllocMem()
MapDialogRect	include/Winuser.h	ms909864	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms911788.html	ms911788	twin-match	 | BOOL MapDialogRect(HWND, LPRECT)
MapVirtualKeyW	include/Winuser.h	ms911789			no-twin-page	
MapWindowPoints	include/Winuser.h	ms911790	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee501159.html	ee501159	twin-match	 | int MapWindowPoints(HWND, HWND, LPPOINT, UINT)
MapWindowPoints	include/Winuser.h	ms911790	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee501159.html	ee501159	twin-match	 | int MapWindowPoints(HWND, HWND, LPPOINT, UINT)
MaskBlt	include/Wingdi.h	ms911792	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505239.html	ee505239	twin-match	 | BOOL MaskBlt(HDC, int, int, int, int, HDC, int, int, HBITMAP, int, int, DWORD)
MessageBeep	include/Winbase.h	ms911826	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee506099.html	ee506099	twin-match	 | BOOL MessageBeep(UINT)
MessageBoxW	include/Windows.h	ms911827			no-twin-page	
Module32Next	include/Tlhelp32.h	ms886754	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms886755.html	ms886755	twin-diff	ret: hdr='BOOL' twin='BOOL WINAPI' | BOOL WINAPI Module32Next(HANDLE, LPMODULEENTRY32)
MonitorFromPoint	include/Wingdi.h	ms932091	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms932198(v=msdn.10).html	ms932198	twin-match	 | HMONITOR MonitorFromPoint(POINT, DWORD)
MonitorFromRect	include/Wingdi.h	ms932091	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms932208(v=msdn.10).html	ms932208	twin-match	 | HMONITOR MonitorFromRect(LPCRECT, DWORD)
MonitorFromWindow	include/Wingdi.h	ms932091	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms932212(v=msdn.10).html	ms932212	twin-match	 | HMONITOR MonitorFromWindow(HWND, DWORD)
MoveFileW	include/Winbase.h	ms891388			no-twin-page	
MsgWaitForMultipleObjectsEx	include/Winbase.h	ms931460	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms931461.html	ms931461	twin-match	 | DWORD MsgWaitForMultipleObjectsEx(DWORD, LPHANDLE, DWORD, DWORD, DWORD)
NSPLookupServiceNext	include/Ws2spi.h	ms895756	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895756(v=msdn.10).html		no-print-in-twin	
NSPRemoveServiceClass	include/Ws2spi.h	ms895756	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895758(v=msdn.10).html	ms895758	twin-match	 | int NSPRemoveServiceClass(LPGUID, LPGUID)
NSPSetService	include/Ws2spi.h	ms895756	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895766(v=msdn.10).html	ms895766	twin-match	 | int NSPSetService(LPGUID, LPWSASERVICECLASSINFOW, LPWSAQUERYSETW, WSAESETSERVICEOP, DWORD)
NdisCreateLookaheadBufferFromSharedMemory	include/oak/Ndis.h	aa447932	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa447932.html		no-print-in-twin	
NdisDprAcquireSpinLock	include/oak/Ndis.h	aa447937	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921046.html	ms921046	twin-match	 | VOID NdisDprAcquireSpinLock(PNDIS_SPIN_LOCK)
NdisDprReleaseSpinLock	include/oak/Ndis.h	aa447942	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921052.html	ms921052	twin-match	 | VOID NdisDprReleaseSpinLock(PNDIS_SPIN_LOCK)
NdisEqualString	include/oak/Ndis.h	aa447946	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921055.html	ms921055	twin-match	 | BOOLEAN NdisEqualString(PNDIS_STRING, PNDIS_STRING, BOOLEAN)
NdisFreeMemory	include/oak/Ndis.h	aa447954	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921061.html	ms921061	twin-match	 | VOID NdisFreeMemory(PVOID, UINT, UINT)
NdisFreeSpinLock	include/oak/Ndis.h	aa447958	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_NdisFreeSpinLock.html		no-print-in-twin	
NdisGetFirstBufferFromPacket	include/oak/Ndis.h	aa447966	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921070.html	ms921070	twin-match	 | VOID NdisGetFirstBufferFromPacket(PNDIS_PACKET, PNDIS_BUFFER*, PVOID*, PUINT, PUINT)
NdisIMRevertBack	include/oak/Ndis.h	aa448318	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_NdisIMRevertBack.html		no-print-in-twin	
NdisInitAnsiString	include/oak/Ndis.h	aa448002	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921091.html	ms921091	twin-match	 | VOID NdisInitAnsiString(PNDIS_ANSI_STRING, PCSTR)
NdisInitUnicodeString	include/oak/Ndis.h	aa448010	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921098.html	ms921098	twin-match	 | VOID NdisInitUnicodeString(PNDIS_STRING, PCWSTR)
NdisInitializeString	include/oak/Ndis.h	aa448007	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921095.html	ms921095	twin-match	 | VOID NdisInitializeString(PNDIS_STRING, PUCHAR)
NdisMIndicateReceivePacket	include/oak/Ndis.h	aa448038	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921126.html	ms921126	twin-match	 | VOID NdisMIndicateReceivePacket(NDIS_HANDLE, PPNDIS_PACKET, UINT)
NdisMSleep	include/oak/Ndis.h	ms904064	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee481464.html	ee481464	twin-match	 | VOID NdisMSleep(ULONG)
NdisMoveMemory	include/oak/Ndis.h	ms904040	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921134.html	ms921134	twin-match	 | VOID NdisMoveMemory(PVOID, PVOID, ULONG)
NdisMoveToMappedMemory	include/oak/Ndis.h	ms904041	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms921135.html	ms921135	twin-match	 | VOID NdisMoveToMappedMemory(PVOID, PVOID, ULONG)
NdisOpenConfiguration	include/oak/Ndis.h	ms904079	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee483022.html	ee483022	twin-match	 | VOID NdisOpenConfiguration(PNDIS_STATUS, PNDIS_HANDLE, NDIS_HANDLE)
NdisOpenProtocolConfiguration	include/oak/Ndis.h	ms904083	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee486292.html	ee486292	twin-match	 | VOID NdisOpenProtocolConfiguration(PNDIS_STATUS, PNDIS_HANDLE, PNDIS_STRING)
NdisQueryBuffer	include/oak/Ndis.h	ms904101	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee485061.html	ee485061	twin-match	 | VOID NdisQueryBuffer(PNDIS_BUFFER, PVOID*, PUINT)
NdisReadNetworkAddress	include/oak/Ndis.h	ms904121	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee486110.html	ee486110	twin-match	 | VOID NdisReadNetworkAddress(PNDIS_STATUS, PVOID*, PUINT, NDIS_HANDLE)
NdisReadPortUshort	include/oak/Ndis.h	ms904126	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee486084.html	ee486084	twin-match	 | VOID NdisReadPortUshort(NDIS_HANDLE, ULONG, PUSHORT)
NdisRegisterProtocol	include/oak/Ndis.h	ms904134	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee484055.html	ee484055	twin-match	 | VOID NdisRegisterProtocol(PNDIS_STATUS, PNDIS_HANDLE, PNDIS_PROTOCOL_CHARACTERISTICS, UINT)
NdisTerminateWrapper	include/oak/Ndis.h	ms905028	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee482637.html	ee482637	twin-match	 | VOID NdisTerminateWrapper(NDIS_HANDLE, PVOID)
NdisWriteErrorLogEntry	include/oak/Ndis.h	ms905056	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee486975.html	ee486975	twin-diff	argc: hdr=3 twin=4 | VOID NdisWriteErrorLogEntry(NDIS_HANDLE, NDIS_ERROR_CODE, ULONG, ULONG)
NdisZeroMemory	include/oak/Ndis.h	ms905279	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee482714.html	ee482714	twin-match	 | VOID NdisZeroMemory(PVOID, ULONG)
OffsetRect	include/Winuser.h	ms911891	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee504901.html	ee504901	twin-match	 | BOOL OffsetRect(LPRECT, int, int)
OffsetRgn	include/Wingdi.h	ms911892	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee501910.html	ee501910	twin-match	 | int OffsetRgn(HRGN, int, int)
OffsetViewportOrgEx	include/Wingdi.h	aa453953	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa453953.html		no-print-in-twin	
OleDraw	include/Oleauto.h	ms892591	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_COM_OleDraw.html		no-print-in-twin	
OleIsRunning	include/Oleauto.h	ms892593	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee489723.html	ee489723	twin-match	 | BOOL OleIsRunning(LPOLEOBJECT)
OleRun	include/Oleauto.h	ms892596	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee487733.html	ee487733	twin-diff	ret: hdr='HRESULT' twin='WINOLEAPI' | WINOLEAPI OleRun(LPUNKNOWN)
OleSetContainedObject	include/Oleauto.h	ms892599	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488740.html	ee488740	twin-diff	ret: hdr='HRESULT' twin='WINOLEAPI' | WINOLEAPI OleSetContainedObject(LPUNKNOWN, BOOL)
OpenClipboard	include/Winuser.h	ms909863	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee503328.html	ee503328	twin-match	 | BOOL OpenClipboard(HWND)
OpenEventW	include/Winbase.h	ms886764			no-twin-page	
PatBlt	include/Wingdi.h	ms911916	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee503352.html	ee503352	twin-match	 | BOOL PatBlt(HDC, int, int, int, int, DWORD)
PlaySoundW	include/Mmsystem.h	ms932262			no-twin-page	
Polygon	include/Wingdi.h	ms911933	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505249.html	ee505249	twin-match	 | BOOL Polygon(HDC, const POINT*, int)
Polyline	include/Wingdi.h	ms911934	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee501424.html	ee501424	twin-match	 | BOOL Polyline(HDC, const POINT*, int)
PostMessageW	include/Winuser.h	ms911937			no-twin-page	
PostQuitMessage	include/Winuser.h	ms911938	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee504315.html	ee504315	twin-match	 | void PostQuitMessage(int)
Process32Next	include/Tlhelp32.h	ms886772	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms886773.html	ms886773	twin-diff	ret: hdr='BOOL' twin='BOOL WINAPI' | BOOL WINAPI Process32Next(HANDLE, LPPROCESSENTRY32)
PtInRect	include/Winuser.h	aa453601	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505698.html	ee505698	twin-match	 | BOOL PtInRect(const RECT*, POINT)
PtInRegion	include/Wingdi.h	aa453602	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee503452.html	ee503452	twin-match	 | BOOL PtInRegion(HRGN, int, int)
PulseEvent	include/Winbase.h	ms886784	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488021.html	ee488021	twin-match	 | BOOL PulseEvent(HANDLE)
ReadFile	include/Winbase.h	ms891445	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee489594.html	ee489594	twin-match	 | BOOL ReadFile(HANDLE, LPVOID, DWORD, LPDWORD, LPOVERLAPPED)
ReadProcessMemory	include/Winbase.h	ms885642	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms886794.html	ms886794	twin-match	 | BOOL ReadProcessMemory(HANDLE, LPCVOID, LPVOID, DWORD, LPDWORD)
RectInRegion	include/Wingdi.h	ms913051	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505688.html	ee505688	twin-match	 | BOOL RectInRegion(HRGN, const RECT*)
Rectangle	include/Wingdi.h	ms912947	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505883.html	ee505883	twin-match	 | BOOL Rectangle(HDC, int, int, int, int)
RegCloseKeyW	include/Winreg.h	ms891448			no-twin-page	
RegCreateKeyExW	include/Winreg.h	ms891450			no-twin-page	
RegDeleteKeyW	include/Winreg.h	ms891451			no-twin-page	
RegDeleteValueW	include/Winreg.h	ms891452			no-twin-page	
RegEnumKeyExW	include/Winreg.h	ms891453			no-twin-page	
RegEnumValueW	include/Winreg.h	ms891454			no-twin-page	
RegOpenKeyExW	include/Winreg.h	ms891460			no-twin-page	
RegQueryInfoKeyW	include/Winreg.h	ms891461			no-twin-page	
RegQueryValueExW	include/Winreg.h	ms891462			no-twin-page	
RegSetValueExW	include/Winreg.h	ms891469			no-twin-page	
RegisterBindStatusCallback	include/Urlmon.h	ms918844	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928913.html	ms928913	twin-diff	ret: hdr='HRESULT WINAPI' twin='HRESULT' | HRESULT RegisterBindStatusCallback(IBindCtx*, IBindStatusCallback*, IBindStatusCallback**, DWORD)
RegisterClipboardFormatW	include/Winuser.h	ms911905			no-twin-page	
RegisterFormatEnumerator	include/Urlmon.h	ms918845	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928914.html	ms928914	twin-diff	ret: hdr='HRESULT WINAPI' twin='HRESULT' | HRESULT RegisterFormatEnumerator(LPBC, IEnumFORMATETC*, DWORD)
ReleaseCapture	include/Winuser.h	ms940011	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms924857.html	ms924857	twin-match	 | BOOL ReleaseCapture()
ReleaseDC	include/Winuser.h	ms939760	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee500245.html	ee500245	twin-match	 | int ReleaseDC(HWND, HDC)
RemoveDirectoryW	include/Winbase.h	ms891470			no-twin-page	
RemoveFontResourceW	include/Wingdi.h	ms901142			no-twin-page	
RemoveMenu	include/Winuser.h	aa453415	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee503476.html	ee503476	twin-match	 | BOOL RemoveMenu(HMENU, UINT, UINT)
RemovePropW	include/Windows.h	aa453155			no-twin-page	
ResetEvent	include/Winbase.h	ms886800	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee487974.html	ee487974	twin-match	 | BOOL ResetEvent(HANDLE)
ResumeThread	include/Winbase.h	ms886801	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488648.html	ee488648	twin-match	 | DWORD ResumeThread(HANDLE)
RetrieveUrlCacheEntryFile	include/Wininet.h	ms918849	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee492063.html	ee492063	twin-match	 | BOOL RetrieveUrlCacheEntryFile(LPCTSTR, LPINTERNET_CACHE_ENTRY_INFO, LPDWORD, DWORD)
Rfc1766ToLcid	include/Mlang.h	ms918853	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms902889.html	ms902889	twin-diff	ret: hdr='HRESULT WINAPI' twin='HRESULT' | HRESULT Rfc1766ToLcid(LCID*, LPTSTR)
RoundRect	include/Wingdi.h	ms939867	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee500905.html	ee500905	twin-match	 | BOOL RoundRect(HDC, int, int, int, int, int, int)
SCardListCards	include/Winscard.h	ms926418	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms926419.html	ms926419	twin-match	 | LONG SCardListCards(SCARDCONTEXT, LPCBYTE, LPCGUID, DWORD, LPTSTR, LPDWORD)
SCardListInterfaces	include/Winscard.h	ms926418	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms926420.html	ms926420	twin-match	 | LONG SCardListInterfaces(SCARDCONTEXT, LPCTSTR, LPGUID, LPDWORD)
SCardListReaders	include/Winscard.h	ms926418	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms926422.html	ms926422	twin-match	 | LONG SCardListReaders(SCARDCONTEXT, LPCTSTR, LPTSTR, LPDWORD)
SCardLocateCardsByATR	include/Winscard.h	ms926424	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms926424.html		no-print-in-twin	
SCardReconnect	include/Winscard.h	ms926424	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms926426.html	ms926426	twin-match	 | LONG SCardReconnect(SCARDHANDLE, DWORD, DWORD, DWORD, LPDWORD)
SCardReleaseContext	include/Winscard.h	ms926424	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms926427.html	ms926427	twin-match	 | LONG SCardReleaseContext(SCARDCONTEXT)
SCardSetAttrib	include/Winscard.h	ms926424	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms926428.html	ms926428	twin-match	 | LONG SCardSetAttrib(SCARDHANDLE, DWORD, LPCBYTE, DWORD)
SHCreateShortcut	include/Shellapi.h	aa453680	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee506084.html	ee506084	twin-match	 | DWORD WINAPI SHCreateShortcut(LPTSTR, LPTSTR)
SHGetShortcutTarget	include/Shellapi.h	aa453705	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505315.html	ee505315	twin-match	 | BOOL SHGetShortcutTarget(LPTSTR, LPTSTR, int)
SHLoadDIBitmap	include/Shellapi.h	aa453720	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505632.html	ee505632	twin-match	 | HBITMAP SHLoadDIBitmap(LPCTSTR)
SHShowOutOfMemory	include/Shellapi.h	aa453739	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee499745.html	ee499745	twin-match	 | int SHShowOutOfMemory(HWND, UINT)
ScreenToClient	include/Winuser.h	ms932582	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee503589.html	ee503589	twin-match	 | BOOL ScreenToClient(HWND, LPPOINT)
ScrollDC	include/Windows.h	ms932696	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee499718.html	ee499718	twin-match	 | BOOL ScrollDC(HDC, int, int, const RECT*, const RECT*, HRGN, LPRECT)
ScrollWindowEx	include/Winuser.h	aa453654	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee500480.html	ee500480	twin-diff	arg4: hdr='const RECT***' twin='const RECT*' | int ScrollWindowEx(HWND, int, int, const RECT*, const RECT*, HRGN, LPRECT, UINT)
SecureZeroMemory	include/Winnt.h	ms886803	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488421.html	ee488421	twin-match	 | PVOID SecureZeroMemory(PVOID, SIZE_T)
SelectClipRgn	include/Wingdi.h	ms932714	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee502828.html	ee502828	twin-match	 | int SelectClipRgn(HDC, HRGN)
SelectObject	include/Wingdi.h	ms932715	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee506271.html	ee506271	twin-match	 | HGDIOBJ SelectObject(HDC, HGDIOBJ)
SendDlgItemMessageW	include/Winuser.h	ms911788			no-twin-page	
