name	hdr	cited-pid	twin-path	twin-pid	status	print
inet_ntoa	include/Winsock2.h	ms891129	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms890984.html	ms890984	twin-diff	ret: hdr='char *' twin='char FAR*' | char FAR* inet_ntoa(struct in_addr)
ldap_abandon	include/Winldap.h	ms863877	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891743.html	ms891743	twin-match	 | ULONG ldap_abandon(LDAP*, ULONG)
ldap_add_ext	include/Winldap.h	ms891744	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891745.html	ms891745	twin-match	 | ULONG ldap_add_ext(LDAP*, LPTSTR, LDAPMod*, LDAPControl**, LDAPControl**, ULONG*)
ldap_add_ext_s	include/Winldap.h	ms891745	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891746.html	ms891746	twin-match	 | ULONG ldap_add_ext_s(LDAP*, LPTSTR, LDAPMod*, LDAPControl**, LDAPControl**)
ldap_add_s	include/Winldap.h	ms891746	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891747.html	ms891747	twin-match	 | ULONG ldap_add_s(LDAP*, LPTSTR, LDAPMod*)
ldap_bind	include/Winldap.h	ms891743	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891748.html	ms891748	twin-match	 | ULONG ldap_bind(LDAP*, LPTSTR, LPTSTR, ULONG)
ldap_bind_s	include/Winldap.h	ms891748	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891749.html	ms891749	twin-match	 | ULONG ldap_bind_s(LDAP*, LPTSTR, LPTSTR, ULONG)
ldap_close_extended_op	include/Winldap.h	ms891747	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891751.html	ms891751	twin-match	 | ULONG ldap_close_extended_op(LDAP*, ULONG)
ldap_compare	include/Winldap.h	ms891751	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891752.html	ms891752	twin-match	 | ULONG ldap_compare(LDAP*, LPTSTR, LPTSTR, LPTSTR)
ldap_compare_ext	include/Winldap.h	ms891752	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891753.html	ms891753	twin-match	 | ULONG ldap_compare_ext(LDAP*, LPTSTR, LPTSTR, LPTSTR, struct berval*, LDAPControl**, LDAPControl**, ULONG*)
ldap_compare_ext_s	include/Winldap.h	ms891753	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891754.html	ms891754	twin-match	 | ULONG ldap_compare_ext_s(LDAP*, LPTSTR, LPTSTR, LPTSTR, struct berval*, LDAPControl**, LDAPControl**)
ldap_compare_s	include/Winldap.h	ms891754	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891755.html	ms891755	twin-match	 | ULONG ldap_compare_s(LDAP*, LPTSTR, LPTSTR, LPTSTR)
ldap_controls_free	include/Winldap.h	ms891758	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891759.html	ms891759	twin-match	 | ULONG ldap_controls_free(LDAPControl**)
ldap_count_entries	include/Winldap.h	ms891750	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891760.html	ms891760	twin-match	 | ULONG ldap_count_entries(LDAP*, LDAPMessage*)
ldap_count_references	include/Winldap.h	ms891760	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891761.html	ms891761	twin-match	 | ULONG ldap_count_references(LDAP*, LDAPMessage*)
ldap_count_values	include/Winldap.h	ms891765	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891762.html	ms891762	twin-match	 | ULONG ldap_count_values(LPTSTR*)
ldap_count_values_len	include/Winldap.h	ms891762	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891763.html	ms891763	twin-match	 | ULONG ldap_count_values_len(struct berval**)
ldap_create_page_control	include/Winldap.h	ms892293	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891764.html	ms891764	twin-match	 | ULONG ldap_create_page_control(LDAP*, ULONG, struct berval*, UCHAR, LDAPControl**)
ldap_create_sort_control	include/Winldap.h	ms891764	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891765.html	ms891765	twin-match	 | ULONG ldap_create_sort_control(LDAP*, LDAPSortKey**, UCHAR, LDAPControl**)
ldap_delete	include/Winldap.h	ms891755	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891766.html	ms891766	twin-match	 | ULONG ldap_delete(LDAP*, LPTSTR)
ldap_delete_ext	include/Winldap.h	ms891766	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891767.html	ms891767	twin-match	 | ULONG ldap_delete_ext(LDAP*, LPTSTR, LDAPControl**, LDAPControl**, ULONG*)
ldap_delete_ext_s	include/Winldap.h	ms891767	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891768.html	ms891768	twin-match	 | ULONG ldap_delete_ext_s(LDAP*, LPTSTR, LDAPControl**, LDAPControl**)
ldap_delete_s	include/Winldap.h	ms891768	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms891769.html	ms891769	twin-match	 | ULONG ldap_delete_s(LDAP*, LPTSTR)
ldap_escape_filter_element	include/Winldap.h	ms891761	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892136.html	ms892136	twin-match	 | ULONG ldap_escape_filter_element(LPTSTR, ULONG, LPTSTR, ULONG)
ldap_explode_dn	include/Winldap.h	ms891770	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892251.html	ms892251	twin-diff	ret: hdr='PTCHAR*' twin='UNICODE PTCHAR *' | UNICODE PTCHAR * ldap_explode_dn(LPTSTR, ULONG)
ldap_extended_operation	include/Winldap.h	ms892296	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892261.html	ms892261	twin-match	 | ULONG ldap_extended_operation(LDAP*, LPTSTR, struct berval*, LDAPControl**, LDAPControl**, ULONG*)
ldap_first_attribute	include/Winldap.h	ms892136	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892263.html	ms892263	twin-diff	ret: hdr='PTCHAR' twin='UNICODE PTCHAR' | UNICODE PTCHAR ldap_first_attribute(LDAP*, LDAPMessage*, BerElement**)
ldap_first_entry	include/Winldap.h	ms892263	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892264.html	ms892264	twin-match	 | LDAPMessage* ldap_first_entry(LDAP*, LDAPMessage*)
ldap_first_reference	include/Winldap.h	ms892264	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892265.html	ms892265	twin-match	 | LDAPMessage* ldap_first_reference(LDAP*, LDAPMessage*)
ldap_get_dn	include/Winldap.h	ms892265	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892266.html	ms892266	twin-diff	ret: hdr='PTCHAR' twin='UNICODE PTCHAR' | UNICODE PTCHAR ldap_get_dn(LDAP*, LDAPMessage*)
ldap_get_next_page	include/Winldap.h	ms892266	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892268.html	ms892268	twin-match	 | ULONG ldap_get_next_page(LDAP*, LDAPSearch*, ULONG, ULONG*)
ldap_get_next_page_s	include/Winldap.h	ms892268	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892269.html	ms892269	twin-match	 | ULONG ldap_get_next_page_s(LDAP*, LDAPSearch*, LDAP_TIMEVAL*, ULONG, ULONG*, LDAPMessage**)
ldap_get_option	include/Winldap.h	ms891756	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892271.html	ms892271	twin-match	 | ULONG ldap_get_option(LDAP*, int, void*)
ldap_get_paged_count	include/Winldap.h	ms892269	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892272.html	ms892272	twin-match	 | ULONG ldap_get_paged_count(LDAP*, LDAPSearch*, ULONG*, LDAPMessage*)
ldap_get_values	include/Winldap.h	ms892272	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892273.html	ms892273	twin-diff	ret: hdr='PTCHAR*' twin='UNICODE PTCHAR*' | UNICODE PTCHAR* ldap_get_values(LDAP*, LDAPMessage*, LPTSTR)
ldap_get_values_len	include/Winldap.h	ms892273	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892274.html	ms892274	twin-match	 | struct berval** ldap_get_values_len(LDAP*, LDAPMessage*, LPTSTR)
ldap_init	include/Winldap.h	ms892271	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892275.html	ms892275	twin-match	 | LDAP* ldap_init(LPTSTR, ULONG)
ldap_memfree	include/Winldap.h	ms891759	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892277.html	ms892277	twin-match	 | VOID ldap_memfree(LPTSTR)
ldap_modify	include/Winldap.h	ms891769	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892280.html	ms892280	twin-match	 | ULONG ldap_modify(LDAP*, LPTSTR, LDAPMod*)
ldap_modify_ext	include/Winldap.h	ms892280	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892281.html	ms892281	twin-match	 | ULONG ldap_modify_ext(LDAP*, LPTSTR, LDAPMod*, LDAPControl**, LDAPControl**, ULONG*)
ldap_modify_ext_s	include/Winldap.h	ms892281	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892282.html	ms892282	twin-match	 | ULONG ldap_modify_ext_s(LDAP*, LPTSTR, LDAPMod*, LDAPControl**, LDAPControl**)
ldap_modify_s	include/Winldap.h	ms892282	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892283.html	ms892283	twin-match	 | ULONG ldap_modify_s(LDAP*, LPTSTR, LDAPMod*)
ldap_msgfree	include/Winldap.h	ms892277	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892284.html	ms892284	twin-match	 | ULONG ldap_msgfree(LDAPMessage*)
ldap_next_attribute	include/Winldap.h	ms892274	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892285.html	ms892285	twin-diff	ret: hdr='PTCHAR' twin='UNICODE PTCHAR' | UNICODE PTCHAR ldap_next_attribute(LDAP*, LDAPMessage*, BerElement*)
ldap_next_entry	include/Winldap.h	ms892285	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892286.html	ms892286	twin-match	 | LDAPMessage* ldap_next_entry(LDAP*, LDAPMessage*)
ldap_next_reference	include/Winldap.h	ms892286	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892287.html	ms892287	twin-match	 | LDAPMessage* ldap_next_reference(LDAP*, LDAPMessage*)
ldap_open	include/Winldap.h	ms892275	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892288.html	ms892288	twin-match	 | LDAP* ldap_open(LPTSTR, ULONG)
ldap_parse_page_control	include/Winldap.h	ms892289	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892290.html	ms892290	twin-diff	arg4: hdr='struct berval**' twin='struct**' | ULONG ldap_parse_page_control(LDAP*, LDAPControl**, ULONG*, struct**)
ldap_parse_reference	include/Winldap.h	ms892290	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892291.html	ms892291	twin-match	 | ULONG ldap_parse_reference(LDAP*, LDAPMessage*, LPTSTR**)
ldap_parse_result	include/Winldap.h	ms892291	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892292.html	ms892292	twin-diff	arg4: hdr='LPTSTR***' twin='LPTSTR*'; arg5: hdr='LPTSTR***' twin='LPTSTR*'; arg6: hdr='LPTSTR****' twin='LPTSTR**'; arg7: hdr='LDAPControl*****' twin='LDAPControl***'; arg8: hdr='BOOLEAN**' twin='BOOLEAN' | ULONG ldap_parse_result(LDAP*, LDAPMessage*, ULONG*, LPTSTR*, LPTSTR*, LPTSTR**, LDAPControl***, BOOLEAN)
ldap_parse_sort_control	include/Winldap.h	ms892292	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892293.html	ms892293	twin-match	 | ULONG ldap_parse_sort_control(LDAP*, LDAPControl**, ULONG*, LPTSTR*)
ldap_rename_ext	include/Winldap.h	ms892283	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892295.html	ms892295	twin-match	 | ULONG ldap_rename_ext(LDAP*, LPTSTR, LPTSTR, LPTSTR, INT, LDAPControl**, LDAPControl**, ULONG*)
ldap_rename_ext_s	include/Winldap.h	ms892295	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892296.html	ms892296	twin-match	 | ULONG ldap_rename_ext_s(LDAP*, LPTSTR, LPTSTR, LPTSTR, INT, LDAPControl**, LDAPControl**)
ldap_result	include/Winldap.h	ms892308	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892297.html	ms892297	twin-match	 | ULONG ldap_result(LDAP*, ULONG, ULONG, LDAP_TIMEVAL*, LDAPMessage**)
ldap_result2error	include/Winldap.h	ms892105	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892298.html	ms892298	twin-match	 | ULONG ldap_result2error(LDAP*, LDAPMessage*, ULONG)
ldap_search	include/Winldap.h	ms892287	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892302.html	ms892302	twin-match	 | ULONG ldap_search(LDAP*, LPTSTR, ULONG, LPTSTR, LPTSTR, ULONG)
ldap_search_abandon_page	include/Winldap.h	ms892302	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892303.html	ms892303	twin-match	 | ULONG ldap_search_abandon_page(LDAP*, LDAPSearch*)
ldap_search_ext	include/Winldap.h	ms892303	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892304.html	ms892304	twin-match	 | ULONG ldap_search_ext(LDAP*, LPTSTR, ULONG, LPTSTR, LPTSTR, ULONG, LDAPControl**, LDAPControl**, ULONG, ULONG, ULONG*)
ldap_search_ext_s	include/Winldap.h	ms892304	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892305.html	ms892305	twin-match	 | ULONG ldap_search_ext_s(LDAP*, LPTSTR, ULONG, LPTSTR, LPTSTR, ULONG, LDAPControl**, LDAPControl**, struct l_timeval*, ULONG, LDAPMessage**)
ldap_search_init_page	include/Winldap.h	ms892305	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892306.html	ms892306	twin-match	 | PLDAPSearch ldap_search_init_page(LDAP*, LPTSTR, ULONG, LPTSTR, LPTSTR, ULONG, LDAPControl**, LDAPControl**, ULONG, ULONG, LDAPSortKey**)
ldap_search_s	include/Winldap.h	ms892306	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892307.html	ms892307	twin-match	 | ULONG ldap_search_s(LDAP*, LPTSTR, ULONG, LPTSTR, LPTSTR, ULONG, LDAPMessage**)
ldap_search_st	include/Winldap.h	ms892307	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892308.html	ms892308	twin-match	 | ULONG ldap_search_st(LDAP*, LPTSTR, ULONG, LPTSTR, LPTSTR, ULONG, struct l_timeval*, LDAPMessage**)
ldap_set_option	include/Winldap.h	ms892288	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892310.html	ms892310	twin-match	 | ULONG ldap_set_option(LDAP*, int, void*)
ldap_simple_bind	include/Winldap.h	ms892310	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892311.html	ms892311	twin-match	 | ULONG ldap_simple_bind(LDAP*, LPTSTR, LPTSTR)
ldap_simple_bind_s	include/Winldap.h	ms892311	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892312.html	ms892312	twin-match	 | ULONG ldap_simple_bind_s(LDAP*, LPTSTR, LPTSTR)
ldap_sslinit	include/Winldap.h	ms892312	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892314.html	ms892314	twin-match	 | LDAP* ldap_sslinit(LPTSTR, ULONG, int)
ldap_ufn2dn	include/Winldap.h	ms891763	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892316.html	ms892316	twin-match	 | ULONG ldap_ufn2dn(LPTSTR, LPTSTR*)
ldap_unbind	include/Winldap.h	ms892314	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892317.html	ms892317	twin-match	 | ULONG ldap_unbind(LDAP*)
ldap_unbind_s	include/Winldap.h	ms892317	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892318.html	ms892318	twin-match	 | ULONG ldap_unbind_s(LDAP*)
ldap_value_free	include/Winldap.h	ms892284	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892321.html	ms892321	twin-match	 | ULONG ldap_value_free(LPTSTR*)
ldap_value_free_len	include/Winldap.h	ms892321	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms892322.html	ms892322	twin-match	 | ULONG ldap_value_free_len(struct berval**)
lineAccept	include/Tapi.h	ms893395	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms893325.html	ms893325	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineAccept(HCALL, LPCSTR, DWORD)
lineAddProvider	include/Tapi.h	ms894481	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms927977.html	ms927977	twin-match	 | LONG lineAddProvider(LPCWSTR, HWND, LPDWORD)
lineAnswer	include/Tapi.h	ms894387	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms893395.html	ms893395	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineAnswer(HCALL, LPCSTR, DWORD)
lineBlindTransfer	include/Tapi.h	ms894122	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms893412.html	ms893412	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineBlindTransfer(HCALL, LPCWSTR, DWORD)
lineClose	include/Tapi.h	ms894420	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms927985.html	ms927985	twin-match	 | LONG lineClose(HLINE)
lineCompleteTransfer	include/Tapi.h	ms894514	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894122.html	ms894122	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineCompleteTransfer(HCALL, HCALL, LPHCALL, DWORD)
lineConfigDialogEdit	include/Tapi.h	ms894488	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms927987.html	ms927987	twin-match	 | LONG lineConfigDialogEdit(DWORD, HWND, LPCWSTR, LPVOID const, DWORD, LPVARSTRING)
lineDeallocateCall	include/Tapi.h	ms893325	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms927988.html	ms927988	twin-match	 | LONG lineDeallocateCall(HCALL)
lineDevSpecific	include/Tapi.h	ms894438	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894131.html	ms894131	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineDevSpecific(HLINE, DWORD, HCALL, LPVOID, DWORD)
lineDial	include/Tapi.h	ms894142	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894137.html	ms894137	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineDial(HCALL, LPCWSTR, DWORD)
lineDrop	include/Tapi.h	ms894128	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms927994.html	ms927994	twin-match	 | LONG lineDrop(HCALL, LPCTSTR, DWORD)
lineForward	include/Tapi.h	ms894435	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894147.html	ms894147	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineForward(HLINE, DWORD, DWORD, LPLINEFORWARDLIST const, DWORD, LPHCALL, LPLINECALLPARAMS const)
lineGenerateDigits	include/Tapi.h	ms894395	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894152.html	ms894152	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGenerateDigits(HCALL, DWORD, LPCWSTR, DWORD)
lineGenerateTone	include/Tapi.h	ms894152	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894156.html	ms894156	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGenerateTone(HCALL, DWORD, DWORD, DWORD, LPLINEGENERATETONE const)
lineGetAddressCaps	include/Tapi.h	ms894336	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894158.html	ms894158	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetAddressCaps(HLINEAPP, DWORD, DWORD, DWORD, DWORD, LPLINEADDRESSCAPS)
lineGetAddressID	include/Tapi.h	ms894160	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894159.html	ms894159	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetAddressID(HLINE, LPDWORD, DWORD, LPCWSTR, DWORD)
lineGetAddressStatus	include/Tapi.h	ms894158	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894160.html	ms894160	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetAddressStatus(HLINE, DWORD, LPLINEADDRESSSTATUS)
lineGetAppPriority	include/Tapi.h	ms894509	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894161.html	ms894161	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetAppPriority(LPCWSTR, DWORD, LPLINEEXTENSIONID, DWORD, LPVARSTRING, LPDWORD)
lineGetCallStatus	include/Tapi.h	ms894162	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894163.html	ms894163	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetCallStatus(HCALL, LPLINECALLSTATUS)
lineGetConfRelatedCalls	include/Tapi.h	ms894163	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894164.html	ms894164	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetConfRelatedCalls(HCALL, LPLINECALLLIST)
lineGetDevCaps	include/Tapi.h	ms894118	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928009.html	ms928009	twin-match	 | LONG lineGetDevCaps(HLINEAPP, DWORD, DWORD, DWORD, LPLINEDEVCAPS)
lineGetID	include/Tapi.h	ms894159	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928012.html	ms928012	twin-match	 | LONG lineGetID(HLINE, DWORD, HCALL, DWORD, LPVARSTRING, LPCWSTR)
lineGetIcon	include/Tapi.h	ms894331	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894313.html	ms894313	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetIcon(DWORD, LPCWSTR, LPHICON)
lineGetLineDevStatus	include/Tapi.h	ms894165	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894336.html	ms894336	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetLineDevStatus(HLINE, LPLINEDEVSTATUS)
lineGetMessage	include/Tapi.h	ms894404	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894338.html	ms894338	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetMessage(HLINEAPP, LPLINEMESSAGE, DWORD)
lineGetNewCalls	include/Tapi.h	ms894500	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894341.html	ms894341	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetNewCalls(HLINE, DWORD, DWORD, LPLINECALLLIST)
lineGetNumRings	include/Tapi.h	ms894341	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894350.html	ms894350	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetNumRings(HLINE, DWORD, LPDWORD)
lineGetProviderList	include/Tapi.h	ms893340	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894352.html	ms894352	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetProviderList(DWORD, LPLINEPROVIDERLIST)
lineGetStatusMessages	include/Tapi.h	ms894313	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894356.html	ms894356	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineGetStatusMessages(HLINE, LPDWORD, LPDWORD)
lineGetTranslateCaps	include/Tapi.h	ms894123	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928019.html	ms928019	twin-match	 | LONG lineGetTranslateCaps(HLINEAPP, DWORD, LPLINETRANSLATECAPS)
lineHandoff	include/Tapi.h	ms894147	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894363.html	ms894363	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineHandoff(HCALL, LPCSTR, DWORD)
lineHold	include/Tapi.h	ms894137	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894368.html	ms894368	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineHold(HCALL)
lineInitializeEx	include/Tapi.h	ms894369	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894370.html	ms894370	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineInitializeEx(LPHLINEAPP, HINSTANCE, LINECALLBACK, LPCWSTR, LPDWORD, LPDWORD, LPLINEINITIALIZEEXPARAMS)
lineMonitorDigits	include/Tapi.h	ms894505	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894391.html	ms894391	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineMonitorDigits(HCALL, DWORD)
lineMonitorMedia	include/Tapi.h	ms894391	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894395.html	ms894395	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineMonitorMedia(HCALL, DWORD)
lineNegotiateAPIVersion	include/Tapi.h	ms894517	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928030.html	ms928030	twin-match	 | LONG lineNegotiateAPIVersion(HLINEAPP, DWORD, DWORD, DWORD, LPDWORD, LPLINEEXTENSIONID)
lineNegotiateExtVersion	include/Tapi.h	ms894402	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894404.html	ms894404	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineNegotiateExtVersion(HLINEAPP, DWORD, DWORD, DWORD, DWORD, LPDWORD)
linePickup	include/Tapi.h	ms894522	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894423.html	ms894423	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI linePickup(HLINE, DWORD, LPHCALL, LPCSTR, LPCSTR)
linePrepareAddToConference	include/Tapi.h	ms894512	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894429.html	ms894429	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI linePrepareAddToConference(HCALL, LPHCALL, LPLINECALLPARAMS const)
