id	title	kind	namespace	assembly	cf_supported	ce_generations	path
bb352378(v=vs.90)	ItemIdType Class	Class	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemIdType Class
bb343899(v=vs.90)	ItemIdType Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemIdType Class/ItemIdType Constructor 
bb346319(v=vs.90)	ItemIds Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/DeleteItemType Class/DeleteItemType Properties /ItemIds Property 
bb349005(v=vs.90)	ItemIds Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/SendItemType Class/SendItemType Properties /ItemIds Property 
bb357541(v=vs.90)	ItemIds Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/GetItemType Class/GetItemType Properties /ItemIds Property 
bb342329(v=vs.90)	ItemInfoResponseMessageType Class	Class	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemInfoResponseMessageType Class
bb347458(v=vs.90)	ItemInfoResponseMessageType Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemInfoResponseMessageType Class/ItemInfoResponseMessageType Constructor 
bb339908(v=vs.90)	ItemQueryTraversalType Enumeration	Enumeration	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemQueryTraversalType Enumeration
bb156161(v=vs.90)	ItemResponseShapeType Class	Class	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemResponseShapeType Class
bb154980(v=vs.90)	ItemResponseShapeType Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemResponseShapeType Class/ItemResponseShapeType Constructor 
bb339436(v=vs.90)	ItemShape Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/GetItemType Class/GetItemType Properties /ItemShape Property 
bb494284(v=vs.90)	ItemShape Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/FindItemType Class/FindItemType Properties /ItemShape Property 
bb350602(v=vs.90)	ItemType Class	Class	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemType Class
bb342887(v=vs.90)	ItemType Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemType Class/ItemType Constructor 
bb338440(v=vs.90)	Items Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ArrayOfGroupedItemsType Class/ArrayOfGroupedItemsType Properties /Items Property 
bb344590(v=vs.90)	Items Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ArrayOfResponseMessagesType Class/ArrayOfResponseMessagesType Properties /Items Property 
bb346082(v=vs.90)	Items Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/NonEmptyArrayOfPropertyValuesType Class/NonEmptyArrayOfPropertyValuesType Properties /Items Property 
bb346233(v=vs.90)	Items Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/MultipleOperandBooleanExpressionType Class/MultipleOperandBooleanExpressionType Properties /Items Property 
bb348267(v=vs.90)	Items Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/GroupedItemsType Class/GroupedItemsType Properties /Items Property 
bb350945(v=vs.90)	Items Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/CreateItemType Class/CreateItemType Properties /Items Property 
bb351127(v=vs.90)	Items Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ArrayOfRealItemsType Class/ArrayOfRealItemsType Properties /Items Property 
bb353536(v=vs.90)	Items Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/NonEmptyArrayOfAllItemsType Class/NonEmptyArrayOfAllItemsType Properties /Items Property 
bb355369(v=vs.90)	Items Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemInfoResponseMessageType Class/ItemInfoResponseMessageType Properties /Items Property 
bb356650(v=vs.90)	Items Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/NotificationType Class/NotificationType Properties /Items Property 
bb383092(v=vs.90)	ItemsChoiceType Enumeration	Enumeration	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemsChoiceType Enumeration
bb350473(v=vs.90)	ItemsChoiceType1 Enumeration	Enumeration	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemsChoiceType1 Enumeration
bb395896(v=vs.90)	ItemsChoiceType2 Enumeration	Enumeration	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemsChoiceType2 Enumeration
bb347480(v=vs.90)	ItemsChoiceType3 Enumeration	Enumeration	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemsChoiceType3 Enumeration
bb358359(v=vs.90)	ItemsElementName Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/NotificationType Class/NotificationType Properties /ItemsElementName Property 
bb383503(v=vs.90)	ItemsElementName Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ArrayOfResponseMessagesType Class/ArrayOfResponseMessagesType Properties /ItemsElementName Property 
bb354243(v=vs.90)	Mailbox Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/DistinguishedFolderIdType Class/DistinguishedFolderIdType Properties /Mailbox Property 
bb300211(v=vs.90)	MailboxCulture Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ExchangeServiceBinding Class/ExchangeServiceBinding Properties /MailboxCulture Property 
bb358177(v=vs.90)	MailboxType Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/EmailAddressType Class/EmailAddressType Properties /MailboxType Property 
bb341756(v=vs.90)	MailboxTypeSpecified Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/EmailAddressType Class/EmailAddressType Properties /MailboxTypeSpecified Property 
bb348062(v=vs.90)	MailboxTypeType Enumeration	Enumeration	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/MailboxTypeType Enumeration
bb359662(v=vs.90)	MajorBuildNumber Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ServerVersionInfo Class/ServerVersionInfo Properties /MajorBuildNumber Property 
bb292020(v=vs.90)	MajorBuildNumberSpecified Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ServerVersionInfo Class/ServerVersionInfo Properties /MajorBuildNumberSpecified Property 
bb343653(v=vs.90)	MajorVersion Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ServerVersionInfo Class/ServerVersionInfo Properties /MajorVersion Property 
bb338002(v=vs.90)	MajorVersionSpecified Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ServerVersionInfo Class/ServerVersionInfo Properties /MajorVersionSpecified Property 
bb351691(v=vs.90)	MapiPropertyTypeType Enumeration	Enumeration	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/MapiPropertyTypeType Enumeration
bb302929(v=vs.90)	MaxEntriesReturned Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/BasePagingType Class/BasePagingType Properties /MaxEntriesReturned Property 
bb292108(v=vs.90)	MaxEntriesReturnedSpecified Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/BasePagingType Class/BasePagingType Properties /MaxEntriesReturnedSpecified Property 
bb352277(v=vs.90)	MessageDisposition Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/CreateItemType Class/CreateItemType Properties /MessageDisposition Property 
bb360836(v=vs.90)	MessageDispositionSpecified Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/CreateItemType Class/CreateItemType Properties /MessageDispositionSpecified Property 
bb361150(v=vs.90)	MessageDispositionType Enumeration	Enumeration	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/MessageDispositionType Enumeration
bb354779(v=vs.90)	MessageText Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ResponseMessageType Class/ResponseMessageType Properties /MessageText Property 
bb344369(v=vs.90)	MessageType Class	Class	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/MessageType Class
bb300612(v=vs.90)	MessageType Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/MessageType Class/MessageType Constructor 
bb353836(v=vs.90)	MessageXml Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ResponseMessageType Class/ResponseMessageType Properties /MessageXml Property 
bb396504(v=vs.90)	MimeContent Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ItemType Class/ItemType Properties /MimeContent Property 
bb299553(v=vs.90)	MimeContentType Class	Class	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/MimeContentType Class
bb298993(v=vs.90)	MimeContentType Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/MimeContentType Class/MimeContentType Constructor 
bb493879(v=vs.90)	MinorBuildNumber Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ServerVersionInfo Class/ServerVersionInfo Properties /MinorBuildNumber Property 
bb300552(v=vs.90)	MinorBuildNumberSpecified Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ServerVersionInfo Class/ServerVersionInfo Properties /MinorBuildNumberSpecified Property 
bb301051(v=vs.90)	MinorVersion Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ServerVersionInfo Class/ServerVersionInfo Properties /MinorVersion Property 
bb348862(v=vs.90)	MinorVersionSpecified Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/ServerVersionInfo Class/ServerVersionInfo Properties /MinorVersionSpecified Property 
