id	title	kind	namespace	assembly	cf_supported	ce_generations	path
bb345044(v=vs.90)	AcceptExistingMessages Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Properties /AcceptExistingMessages Property 
bb351848(v=vs.90)	AcceptExistingMessages Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Properties /AcceptExistingMessages Property 
bb341750(v=vs.90)	AlgorithmSuite Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailMessageSecurity Class/MailMessageSecurity Properties /AlgorithmSuite Property 
bb350939(v=vs.90)	BuildChannelFactory(TChannel) Method	Method	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Methods /BuildChannelFactory(TChannel) Method 
bb300255(v=vs.90)	BuildChannelListener(TChannel) Method	Method	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Methods /BuildChannelListener(TChannel) Method 
bb298316(v=vs.90)	CanBuildChannelFactory(TChannel) Method	Method	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Methods /CanBuildChannelFactory(TChannel) Method 
bb338665(v=vs.90)	CanBuildChannelListener(TChannel) Method	Method	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Methods /CanBuildChannelListener(TChannel) Method 
bb336357(v=vs.90)	Close Method	Method	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Methods /Close Method 
bb357092(v=vs.90)	Close Method	Method	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Methods /Close Method 
bb293133(v=vs.90)	Create Method (String, String)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailUriHelper Class/MailUriHelper Methods /Create Method /Create Method (String, String)
bb340742(v=vs.90)	Create Method (String, String[])		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailUriHelper Class/MailUriHelper Methods /Create Method /Create Method (String, String[])
bb357613(v=vs.90)	CreateBindingElements Method	Method	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Methods /CreateBindingElements Method 
bb341627(v=vs.90)	CreateUri Method (String, String)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailUriHelper Class/MailUriHelper Methods /CreateUri Method /CreateUri Method (String, String)
bb292085(v=vs.90)	CreateUri Method (String, String[])		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailUriHelper Class/MailUriHelper Methods /CreateUri Method /CreateUri Method (String, String[])
bb356965(v=vs.90)	Dispose Method	Method	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransport Class/MailTransport Methods /Dispose Method /Dispose Method 
bb359436(v=vs.90)	Dispose Method (Boolean)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransport Class/MailTransport Methods /Dispose Method /Dispose Method (Boolean)
bb348751(v=vs.90)	FaultException Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransport Class/MailTransport Properties /FaultException Property 
bb291977(v=vs.90)	Faulted Event	Event	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransport Class/MailTransport Events/Faulted Event
bb156546(v=vs.90)	GetChannelName Method	Method	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailUriHelper Class/MailUriHelper Methods /GetChannelName Method 
bb301770(v=vs.90)	GetEmailAddress Method	Method	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailUriHelper Class/MailUriHelper Methods /GetEmailAddress Method 
bb338835(v=vs.90)	IsFaulted Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransport Class/MailTransport Properties /IsFaulted Property 
bb340824(v=vs.90)	IsQueued Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransport Class/MailTransport Properties /IsQueued Property 
bb344721(v=vs.90)	MailBindingBase Class	Class	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class
bb298575(v=vs.90)	MailBindingBase Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Constructor /MailBindingBase Constructor 
bb292585(v=vs.90)	MailBindingBase Constructor (MailSecurityMode)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Constructor /MailBindingBase Constructor (MailSecurityMode)
bb353087(v=vs.90)	MailMessageSecurity Class	Class	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailMessageSecurity Class
bb341817(v=vs.90)	MailSecurity Class	Class	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailSecurity Class
bb360868(v=vs.90)	MailSecurity Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailSecurity Class/MailSecurity Constructor 
bb344315(v=vs.90)	MailSecurityMode Enumeration	Enumeration	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailSecurityMode Enumeration
bb292057(v=vs.90)	MailTransport Class	Class	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransport Class
bb339109(v=vs.90)	MailTransportBindingElementBase Class	Class	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class
bb356436(v=vs.90)	MailTransportBindingElementBase Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Constructor /MailTransportBindingElementBase Constructor 
bb301081(v=vs.90)	MailTransportBindingElementBase Constructor (MailTransportBindingElementBase)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Constructor /MailTransportBindingElementBase Constructor (MailTransportBindingElementBase)
bb353163(v=vs.90)	MailUriHelper Class	Class	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailUriHelper Class
bb298406(v=vs.90)	MaxTotalMessageCacheSize Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransport Class/MailTransport Properties /MaxTotalMessageCacheSize Property 
bb344643(v=vs.90)	MaxTotalMessageCountInCache Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransport Class/MailTransport Properties /MaxTotalMessageCountInCache Property 
bb345056(v=vs.90)	Message Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailSecurity Class/MailSecurity Properties /Message Property 
bb350956(v=vs.90)	MessageContainerType Enumeration	Enumeration	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MessageContainerType Enumeration
bb338833(v=vs.90)	MessageContainerType Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Properties /MessageContainerType Property 
bb339634(v=vs.90)	MessageContainerType Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Properties /MessageContainerType Property 
bb342279(v=vs.90)	MinimumAttachmentSize Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Properties /MinimumAttachmentSize Property 
bb343112(v=vs.90)	MinimumAttachmentSize Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Properties /MinimumAttachmentSize Property 
bb351184(v=vs.90)	Mode Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailSecurity Class/MailSecurity Properties /Mode Property 
bb341844(v=vs.90)	ReceiveRetryCount Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransport Class/MailTransport Properties /ReceiveRetryCount Property 
bb347892(v=vs.90)	Scheme Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Properties /Scheme Property 
bb356938(v=vs.90)	Scheme Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Properties /Scheme Property 
bb352487(v=vs.90)	Security Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Properties /Security Property 
bb301093(v=vs.90)	TimeToLive Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Properties /TimeToLive Property 
bb346551(v=vs.90)	TimeToLive Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Properties /TimeToLive Property 
bb348973(v=vs.90)	Transport Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailBindingBase Class/MailBindingBase Properties /Transport Property 
bb460132(v=vs.90)	Transport Property	Property	Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail (in Microsoft.ServiceModel.Channels.Mail.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail Namespace/MailTransportBindingElementBase Class/MailTransportBindingElementBase Properties /Transport Property 
bb359516(v=vs.90)	Clone Method	Method	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailTransportBindingElement Class/ExchangeWebServiceMailTransportBindingElement Methods /Clone Method 
bb344146(v=vs.90)	ExchangeServerClient Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailTransport Class/ExchangeWebServiceMailTransport Properties /ExchangeServerClient Property 
bb298560(v=vs.90)	ExchangeWebServiceMailBinding Class	Class	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailBinding Class
bb298731(v=vs.90)	ExchangeWebServiceMailBinding Constructor (Uri, ICredentials)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailBinding Class/ExchangeWebServiceMailBinding Constructor /ExchangeWebServiceMailBinding Constructor (Uri, ICredentials)
bb341536(v=vs.90)	ExchangeWebServiceMailBinding Constructor (Uri, ICredentials, MailSecurityMode)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailBinding Class/ExchangeWebServiceMailBinding Constructor /ExchangeWebServiceMailBinding Constructor (Uri, ICredentials, MailSecurityMode)
bb299492(v=vs.90)	ExchangeWebServiceMailTransport Class	Class	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailTransport Class
bb347131(v=vs.90)	ExchangeWebServiceMailTransport Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailTransport Class/ExchangeWebServiceMailTransport Constructor 
bb356094(v=vs.90)	ExchangeWebServiceMailTransportBindingElement Class	Class	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailTransportBindingElement Class
bb299420(v=vs.90)	ExchangeWebServiceMailTransportBindingElement Constructor	Constructor	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailTransportBindingElement Class/ExchangeWebServiceMailTransportBindingElement Constructor 
bb357879(v=vs.90)	IsQueued Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailTransport Class/ExchangeWebServiceMailTransport Properties /IsQueued Property 
bb347579(v=vs.90)	ServerQueryInterval Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService Namespace/ExchangeWebServiceMailTransport Class/ExchangeWebServiceMailTransport Properties /ServerQueryInterval Property 
bb351946(v=vs.90)	AbsoluteDenominator Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/FindItemParentType Class/FindItemParentType Properties /AbsoluteDenominator Property 
bb352920(v=vs.90)	AbsoluteDenominator Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/FindFolderParentType Class/FindFolderParentType Properties /AbsoluteDenominator Property 
bb156326(v=vs.90)	AbsoluteDenominatorSpecified Property	Property	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService (in Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.dll)	3.5	CE6R3+	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007 Namespace/FindItemParentType Class/FindItemParentType Properties /AbsoluteDenominatorSpecified Property 
