name	min_ce	versions	header	lib	in_include
CertAddSerializedElementToStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertAlgIdToOID	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertCloseStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertCompareCertificate	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertCompareCertificateName	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertCompareIntegerBlob	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertComparePublicKeyInfo	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertControlStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertCreateCertificateContext	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertDeleteCertificateFromStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertDuplicateCertificateChain	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertDuplicateCertificateContext	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertDuplicateStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertEnumCertificatesInStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertEnumSystemStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertEnumSystemStoreLocation	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertFindAttribute	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertFindCertificateInStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertFindExtension	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertFindRDNAttr	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertFreeCertificateChain	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertFreeCertificateContext	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertGetCertificateChain	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertGetCertificateContextProperty	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertGetEnhancedKeyUsage	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertGetIntendedKeyUsage	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertGetIssuerCertificateFromStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertGetNameString	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertGetPublicKeyLength	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertGetStoreProperty	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertGetSubjectCertificateFromStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertifyModule	2.10	2.10 and later			0
CertifyModuleFinal	2.10	2.10 and later			0
CertifyModuleInit	2.10	2.10 and later			0
CertIsRDNAttrsInCertificateName	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertNameToStr	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertOIDToAlgId	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertOpenStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertRDNValueToStr	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertRemoveEnhancedKeyUsageIdentifier	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertSaveStore	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertSerializeCertificateStoreElement	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertSetCertificateContextProperty	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertSetEnhancedKeyUsage	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertSetStoreProperty	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertStrToName	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertVerifySubjectCertificateContext	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertVerifyTimeValidity	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CertVerifyValidityNesting	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CeRunAppAtEvent	1.01	1.01 and later	Notify.h	Notify.lib	1
CeSeekDatabase	1.01	1.01 and later	Windbase.h	Fsdbase.lib	1
CeSeekDatabase	1.01	1.01 and later	Rapi.h		1
CeSetDatabaseInfo	1.01	1.01 and later	Windbase.h	Fsdbase.lib	1
CeSetDatabaseInfo	1.01	1.01 and later	Rapi.h		1
CeSetDatabaseInfoEx	2.10	2.10 and later	Windbase.h	Fsdbase.lib	1
CeSetDatabaseInfoEx	2.10	2.10 and later	Rapi.h		1
CeSetEndOfFile	2.0	2.0 and later	Rapi.h		1
CeSetFileAttributes	2.0	2.0 and later	Rapi.h		1
CeSetFilePointer	2.0	2.0 and later	Rapi.h		1
CeSetFileTime	2.0	2.0 and later	Rapi.h		1
CeSetReplChangeBitsEx	3.0	3.0 and later	Windbase.h	coredll.lib	1
CeSetReplChangeMask	3.0	3.0 and later	Windbase.h	coredll.lib	1
CeSetReplOtherBitsEx	3.0	3.0 and later	Windbase.h	coredll.lib	1
CeSetThreadPriority	3.0	3.0 and later	Windbase.h	Nk.lib	1
CeSetThreadQuantum	3.0	3.0 and later	Windbase.h	Nk.lib	1
CeSetUserNotification	1.01	1.01 and later	Notify.h	Notify.lib	1
CeSetUserNotificationEx	2.12	2.12 and later	Notify.h	Notify.lib	1
CeSHCreateShortcut	2.0	2.0 and later	Rapi.h		1
CeSHGetShortcutTarget	2.0	2.0 and later	Rapi.h		1
CeUnmountDBVol	2.10	2.10 and later	Windbase.h	Fsdbase.lib	1
CeUnmountDBVol	2.12	2.12 and later	Rapi.h		1
CEVALUNION	1.01	1.01 and later	Winbase.h		1
CeWriteFile	2.0	2.0 and later	Rapi.h		1
CeWriteRecordProps	1.01	1.01 and later	Windbase.h	Fsdbase.lib	1
CeWriteRecordProps	1.01	1.01 and later	Rapi.h		1
CFF_CONVERTINFO	2.0	2.0 and later	Replfilt.h		1
CFF_CONVERTOPTIONS	2.0	2.0 and later	Replfilt.h		1
CFF_DESTINATIONFILE	2.0	2.0 and later	Replfilt.h		1
CFF_SOURCEFILE	2.0	2.0 and later	Replfilt.h		1
CharLower	1.0	1.0 and later	Winbase.h	Coreloc.lib	1
CharLowerBuff	1.0	1.0 and later	Winbase.h	Coreloc.lib	1
CharNext	1.0	1.0 and later	Winbase.h	Coreloc.lib, Locusa.lib	1
CharPrev	1.01	1.01 and later	Winbase.h	Coreloc.lib	1
CHARSETINFO	2.11	2.11 and later	Wingdi.h		1
CharUpper	1.0	1.0 and later	Winbase.h	Coreloc.lib	1
CharUpperBuff	1.0	1.0 and later	Winbase.h	Coreloc.lib	1
CHECK_INVALIDGUID	2.10	2.10 and later	Windbase.h		1
CHECK_SYSTEMGUID	2.10	2.10 and later	Windbase.h	Fsdbase.lib	1
CheckMenuItem	1.0	1.0 and later	Winuser.h	Menu.lib	1
CheckMenuRadioItem	1.0	1.0 and later	Winuser.h	Menu.lib	1
CheckPassword	1.01	1.01 and later	Winbase.h	Coredll.lib, Fspass.lib	1
CheckPassword	2.10	2.10 and later	Windbase.h		1
CheckRadioButton	1.0	1.0 and later	Winuser.h	Dlgmgr.lib	1
ChildWindowFromPoint	1.0	1.0 and later	Winuser.h		1
CHOOSECOLOR	2.0	2.0 and later	Commdlg.h		1
ChooseColor	2.0	2.0 and later	Commdlg.h	Commdlg.lib	1
ClearCommBreak	1.0	1.0 and later	Winbase.h	Serdev.lib	1
ClearCommError	1.0	1.0 and later	Winbase.h	Serdev.lib	1
ClearFeature	2.10	2.10 and later			0
CLIENT_CALLBACK	1.0	1.0 and later			1
ClientToScreen	1.0	1.0 and later	Winuser.h	Coredll.lib, Winmgr.lib	1
ClipCursor	1.0	1.0 and later	Winuser.h	Cursor.lib, Mcursor.lib	1
CloseClipboard	1.0	1.0 and later	Winuser.h	Clipbd.lib	1
CloseHandle	1.0	1.0 and later	Winbase.h	Coredll.lib	1
ClosePipe	2.10	2.10 and later			0
CloseToolhelp32Snapshot	2.0	2.0 and later	Tlhelp32.h		1
CloseTransfer	2.10	2.10 and later			0
CLSIDFromProgID	2.10	2.10 and later	Objbase.h		1
CLSIDFromString	2.0	2.0 and later	Objbase.h		1
CoAddRefServerProcess	3.0	3.0 and later	Objbase.h	Ole232.lib	1
COAUTHINFO	2.0	2.0 and later	Wtypes.h		1
CoBuildVersion	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoCopyProxy	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoCreateFreeThreadedMarshaler	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoCreateGuid	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoCreateInstance	2.0	2.0 and later	Objbase.h		1
CoCreateInstanceEx	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoDisconnectObject	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoFileTimeNow	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoFreeAllLibraries	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoFreeLibrary	2.0	2.0 and later	Objbase.h		1
CoFreeUnusedLibraries	2.0	2.0 and later	Objbase.h		1
CoGetCallContext	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoGetClassObject	2.0	2.0 and later	Objbase.h		1
CoGetCurrentProcess	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoGetInstanceFromFile	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoGetInstanceFromIStorage	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoGetInterfaceAndReleaseStream	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoGetMalloc	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoGetMarshalSizeMax	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoGetObject	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoGetPSClsid	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoGetStandardMarshal	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoGetTreatAsClass	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoImpersonateClient	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoInitialize	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoInitializeEx	2.0	2.0 and later	Objbase.h		1
CoInitializeSecurity	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoIsHandlerConnected	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoIsOle1Class	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoLoadLibrary	2.0	2.0 and later	Objbase.h		1
CoLockObjectExternal	3.0	3.0 and later	Objbase.h	Ole232.lib	1
COLORREF	1.0	1.0 and later	Windef.h		1
COM_Close	1.0	1.0 and later	Mdd.c		1
COM_Deinit	1.0	1.0 and later	Mdd.c		1
COM_Init	1.0	1.0 and later	Mdd.c		1
COM_IOControl	1.0	1.0 and later	Mdd.c		1
COM_Open	1.0	1.0 and later	Mdd.c		1
COM_PowerDown	1.0	1.0 and later	Mdd.c		1
COM_PowerUp	1.0	1.0 and later	Mdd.c		1
COM_Read	1.0	1.0 and later	Mdd.c		1
COM_Write	1.0	1.0 and later	Mdd.c		1
CoMarshalHresult	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoMarshalInterface	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoMarshalInterThreadInterfaceInStream	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CombineRgn	1.0	1.0 and later	Wingdi.h	Mgrgn.lib	1
CommandBands_AddAdornments	2.0	2.0 and later	Commctrl.h	Commctl.lib	1
CommandBands_AddBands	2.0	2.0 and later	Commctrl.h	Commctl.lib	1
CommandBands_Create	2.0	2.0 and later	Commctrl.h	Commctl.lib	1
CommandBands_GetCommandBar	2.0	2.0 and later	Commctrl.h	Commctl.lib	1
CommandBands_GetRestoreInformation	2.0	2.0 and later	Commctrl.h	Commctl.lib	1
CommandBands_Height	2.0	2.0 and later	Commctrl.h	Commctl.lib	1
CommandBands_Show	2.0	2.0 and later	Commctrl.h	Commctl.lib	1
COMMANDBANDSRESTOREINFO	2.10	2.10 and later	Commctrl.h		1
CommandBar_AddAdornments	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_AddBitmap	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_AddButtons	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_AddToolTips	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_Create	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_Destroy	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_DrawMenuBar	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_GetMenu	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_Height	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_InsertButton	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_InsertComboBox	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_InsertMenubar	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_InsertMenubarEx	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_IsVisible	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommandBar_Show	1.0	1.0 and later	Commctrl.	Commctl.lib	1
CommDlgExtendedError	2.0	2.0 and later	Commctrl.h	Commdlg.lib	1
CommitUrlCacheEntry	2.12	2.12 and later	Wininet.h	Wininet.lib	1
COMMPROP	1.0	1.0 and later	Winbase.h		1
COMMTIMEOUTS	1.0	1.0 and later	Winbase.h		1
CompareFileTime	1.0	1.0 and later	Winbase.h		1
CompareString	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
CompareString	2.10	2.10 and later			1
CompleteAuthToken	2.10	2.10 and later	Sspi.h	Schannel.lib	1
COMPOSITIONFORM	2.11	2.11 and later	Wceemul.h		1
COMSTAT	1.0	1.0 and later	Winbase.h		1
CONFINFO	1.0	1.0 and later	Cesync.h		1
connect	1.0	1.0 and later	Winsock.h		1
CONNECTDLGSTRUCT	2.0	2.0 and later	Winnetwk.h		1
ConnectionDialog	2.10	2.10 and later	Netui.h		0
CONTAINING_RECORD	2.0	2.0 and later	Winnt.h		1
CONTEXT	2.0	2.0 and later	Winbase.h		1
ContinueDebugEvent	2.0	2.0 and later	Winbase.h		1
ContrastCmdInputParm	2.12	2.12 and later			1
CONTROLINFO	2.0	2.0 and later	Ocidl.h		1
ConvertDefaultLocale	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
COPYDATASTRUCT	1.0	1.0 and later	Winuser.h		1
CopyFile	1.0	1.0 and later	Winbase.h	Coredll.lib, Fsmain.lib	1
CopyRect	1.0	1.0 and later	Winuser.h	Rectapi.lib	1
CoQueryAuthenticationServices	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoQueryClientBlanket	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoQueryProxyBlanket	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoRegisterClassObject	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoRegisterMallocSpy	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoRegisterMessageFilter	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoRegisterPSClsid	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoRegisterSurrogate	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoReleaseMarshalData	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoReleaseServerProcess	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoResumeClassObjects	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoRevertToSelf	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoRevokeClassObject	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoRevokeMallocSpy	3.0	3.0 and later	Objbase.h	Ole232.lib	1
COSERVERINFO	2.0	2.0 and later	Wtypes.h		1
CoSetProxyBlanket	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoSuspendClassObjects	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoSwitchCallContext	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoTaskMemAlloc	2.0	2.0 and later			1
CoTaskMemFree	2.0	2.0 and later	Objbase.h		1
CoTaskMemRealloc	2.0	2.0 and later	Objbase.h		1
CoTreatAsClass	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoUninitialize	2.0	2.0 and later	Objbase.h		1
CoUnmarshalHresult	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CoUnmarshalInterface	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CountClipboardFormats	1.0	1.0 and later	Winuser.h	Clipbd.lib	1
CPINFO	1.0	1.0 and later	Winnls.h		1
CPL_DBLCLK	1.0	1.0 and later	Cpl.h		1
CPL_EXIT	1.0	1.0 and later	Cpl.h		1
CPL_GETCOUNT	1.0	1.0 and later	Cpl.h		1
CPL_INIT	1.0	1.0 and later	Cpl.h		1
CPL_NEWINQUIRE	1.0	1.0 and later	Cpl.h		1
CPL_STOP	1.0	1.0 and later	Cpl.h		1
CPLINFO	1.0	1.0 and later	Cpl.h		1
CREATE_INVALIDGUID	2.10	2.10 and later	Windbase.h	Fsdbase.lib	1
CREATE_PROCESS_DEBUG_INFO	2.0	2.0 and later	Winbase.h		1
CREATE_SYSTEMGUID	2.10	2.10 and later	Windbase.h	Fsdbase.lib	1
CREATE_THREAD_DEBUG_INFO	2.0	2.0 and later	Winbase.h		1
CreateAcceleratorTable	1.0	1.0 and later	Winuser.h	Accel.lib	1
CreateAntiMoniker	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CreateBindCtx	2.10	2.10 and later	Objbase.h		1
CreateBitmap	1.0	1.0 and later	Wingdi.h	Mgbitmap.lib	1
CreateCaret	1.0	1.0 and later	Winuser.h	Caret.lib	1
CreateClassMoniker	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CreateCompatibleBitmap	1.0	1.0 and later	Wingdi.h	Mgbitmap.lib	1
CreateCompatibleDC	1.0	1.0 and later	Wingdi.h	Mgbase.lib	1
CreateCursor	1.0	1.0 and later	Winuser.h	Iconcurs.lib	1
CreateDC	2.0	2.0 and later	Wingdi.h	Mgdc.lib	1
CreateDialog	1.0	1.0 and later	Winuser.h		1
CreateDialogIndirect	1.0	1.0 and later	Winuser.h	Dlgmgr.lib	1
CreateDialogIndirectParam	1.0	1.0 and later	Winuser.h	Dlgmgr.lib	1
CreateDialogParam	1.0	1.0 and later	Winuser.h		1
CreateDIBPatternBrushPt	1.0	1.0 and later	Wingdi.h	Mgdraw.lib	1
CreateDIBSection	1.0	1.0 and later	Wingdi.h	Mgdi_c.lib, Mgdibsec.lib	1
CreateDirectory	1.0	1.0 and later	Winbase.h	Fsmain.lib	1
CreateErrorInfo	2.0	2.0 and later	Oleauto.h		1
CreateEvent	1.0	1.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
CreateFile	1.0	1.0 and later	Winbase.h	Coredll.lib	1
CreateFileForMapping	1.01	1.01 and later	Winbase.h	Coredll.lib, Nk.lib	1
CreateFileMapping	1.01	1.01 and later	Winbase.h	Coredll.lib, Nk.lib	1
CreateFileMoniker	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CreateFontIndirect	1.0	1.0 and later	Wingdi.h	Mgrast.lib, Mgtt.lib	1
CreateGenericComposite	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CreateHandler	3.0	3.0 and later	Natedit.h	Coredll.dll	1
CreateIconIndirect	1.0	1.0 and later	Winuser.h	Icon.lib	1
CreateIpForwardEntry	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
CreateIpNetEntry	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
CreateItemMoniker	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CreateMenu	1.0	1.0 and later	Winuser.h	Menu.lib	1
CreateMutex	1.01	1.01 and later	Winbase.h	Coredll.lib, Nk.lib	1
CreateOleAdviseHolder	2.0	2.0 and later	Ole2.h	Ole232.lib	1
CreatePalette	2.0	2.0 and later	Wingdi.h	Mgpal.lib	1
CreatePatternBrush	2.0	2.0 and later	Wingdi.h	Mgdraw.lib	1
CreatePen	2.0	2.0 and later	Wingdi.h	Mgdraw.lib	1
CreatePenIndirect	1.0	1.0 and later	Wingdi.h	Mgdraw.lib	1
CreatePointerMoniker	3.0	3.0 and later	Objbase.h	Ole232.lib	1
CreatePopupMenu	1.0	1.0 and later	Winuser.h	Menu.lib	1
CreateProcess	1.0	1.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
CreatePropertySheetPage	1.0	1.0 and later	Prsht.h		1
CreateProxyArpEntry	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
CreateRectRgn	2.0	2.0 and later	Wingdi.h	Mgrgn.lib	1
CreateRectRgnIndirect	1.0	1.0 and later	Wingdi.h	Mgrgn.lib	1
CreateSemaphore	3.0	3.0 and later	Winbase.h	Nk.lib	1
CreateSolidBrush	1.0	1.0 and later	Wingdi.h	Mgdraw.lib	1
CreateStatusWindow	1.0	1.0 and later	Commctrl.h	Commctrl.lib	1
CreateStreamOnHGlobal	2.0	2.0 and later	Ole2.h	Ole232.lib	1
CREATESTRUCT	1.0	1.0 and later	Winuser.h		1
CreateThread	1.01	1.01 and later	Winbase.h	Coredll.lib, Nk.lib	1
CreateTicket	3.0	3.0 and later	Natedit.h	Coredll.dll	1
CreateToolbarEx	2.0	2.0 and later	Commctrl.h		1
CreateTypeLib2	2.0	2.0 and later	Oleauto.h		1
CreateUpDownControl	1.0	1.0 and later	Commctrl.h		1
CreateUrlCacheEntry	2.12	2.12 and later	Wininet.h	Wininet.lib	1
CreateUrlCacheGroup	2.12	2.12 and later	Wininet.h	Wininet.lib	1
CreateWindow	1.0	1.0 and later	Winuser.h		1
CreateWindowEx	1.0	1.0 and later	Winuser.h		1
CRYPT_ALGORITHM_IDENTIFIER	3.0	3.0 or later	Wincrypt.h		1
CRYPT_ATTRIBUTE	3.0	3.0 or later	Wincrypt.h		1
CRYPT_BIT_BLOB	3.0	3.0 or later	Wincrypt.h		1
CRYPT_ENCODE_PARA	3.0	3.0 or later	Wincrypt.h		1
CRYPT_KEY_PROV_INFO	3.0	3.0 or later	Wincrypt.h		1
CRYPT_KEY_PROV_PARAM	3.0	3.0 or later	Wincrypt.h		1
CRYPT_OID_FUNC_ENTRY	3.0	3.0 or later	Wincrypt.h		1
CRYPT_OID_INFO	3.0	3.0 or later	Wincrypt.h		1
CryptAcquireCertificatePrivateKey	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptAcquireContext	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptContextAddRef	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptCreateHash	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptCreateKeyIdentifierFromCSP	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptDecodeObjectEx	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptDecrypt	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptDeriveKey	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptDestroyHash	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptDestroyKey	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptDuplicateHash	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptDuplicateKey	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptEncodeObjectEx	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptEncrypt	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptEnumKeyIdentifierProperties	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptEnumOIDInfo	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptEnumProviders	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptEnumProviderTypes	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptExportKey	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptExportPublicKeyInfoEx	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptFindCertificateKeyProvInfo	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptFindOIDInfo	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptFreeOIDFunctionAddress	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptGenKey	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptGenRandom	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptGetDefaultOIDFunctionAddress	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptGetDefaultProvider	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptGetHashParam	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptGetKeyIdentifierProperty	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptGetKeyParam	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptGetOIDFunctionAddress	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptGetProvParam	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptGetUserKey	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptHashCertificate	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptHashData	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptHashPublicKeyInfo	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptHashSessionKey	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptHashToBeSigned	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptImportKey	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptImportPublicKeyInfoEx	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptInitOIDFunctionSet	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptInstallDefaultContext	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptInstallOIDFunctionAddress	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptReleaseContext	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptSetHashParam	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptSetKeyIdentifierProperty	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptSetKeyParam	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptSetProvider	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptSetProviderEx	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptSetProvParam	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptSignAndEncodeCertificate	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptSignCertificate	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptSignHash	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CryptUninstallDefaultContext	3.0	3.0 or later	Wincrypt.h	Crypt32.lib	1
CryptVerifySignature	2.10	2.10 and later	Wincrypt.h	Cryptapi.lib	1
CTL_USAGE	3.0	3.0 or later	Wincrypt.h		1
CurMSec	2.10	2.10 and later	Fwpc.c		0
CURRENCY	2.0	2.0 and later	Oaidl.h		1
CURRENCYFMT	1.0	1.0 and later	Winnls.h		1
curridlehigh	3.0	3.0 and later	Cfwp2.c		0
