id	title	min_ce	versions	header	lib	os
_WCESDK_HREPLOBJ	HREPLOBJ	2.0	2.0 and later	Cesync.h		Windows CE OS
_wcepb_ADDCONNECT_DLGPARAMS	ADDCONNECT_DLGPARAMS	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_ASSERT	ASSERT	2.10	2.10 and later	Dbgapi.h		Windows CE OS
_wcepb_ASSERTMSG	ASSERTMSG	2.10	2.10 and later	Dbgapi.h		Windows CE OS
_wcepb_AdapterIPProperties	AdapterIPProperties	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_BatteryDrvrGetStatus	BatteryDrvrGetStatus	2.10	2.10 and later	Battery.h		Windows CE OS
_wcepb_BatteryGetLifeTimeInfo	BatteryGetLifeTimeInfo	2.10	2.10 and later	Pwinuser.h		Windows CE OS
_wcepb_CEL_CRITSEC_ENTER	CEL_CRITSEC_ENTER	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_CRITSEC_LEAVE	CEL_CRITSEC_LEAVE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_DATA_LOSS	CEL_DATA_LOSS	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_EVENT_CLOSE	CEL_EVENT_CLOSE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_EVENT_CREATE	CEL_EVENT_CREATE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_EVENT_DELETE	CEL_EVENT_DELETE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_EVENT_PULSE	CEL_EVENT_PULSE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_EVENT_RESET	CEL_EVENT_RESET	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_EVENT_SET	CEL_EVENT_SET	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_HEADER	CEL_HEADER	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_HEAP_ALLOC	CEL_HEAP_ALLOC	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_HEAP_CREATE	CEL_HEAP_CREATE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_HEAP_DESTROY	CEL_HEAP_DESTROY	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_HEAP_FREE	CEL_HEAP_FREE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_HEAP_REALLOC	CEL_HEAP_REALLOC	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_INTERRUPTS	CEL_INTERRUPTS	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_INT_DATA	CEL_INT_DATA	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_LOG_MARKER	CEL_LOG_MARKER	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_MODULE_FREE	CEL_MODULE_FREE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_MODULE_LOAD	CEL_MODULE_LOAD	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_MUTEX_CLOSE	CEL_MUTEX_CLOSE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_MUTEX_CREATE	CEL_MUTEX_CREATE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_MUTEX_DELETE	CEL_MUTEX_DELETE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_MUTEX_RELEASE	CEL_MUTEX_RELEASE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_PROCESS_CLOSE	CEL_PROCESS_CLOSE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_PROCESS_CREATE	CEL_PROCESS_CREATE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_PROCESS_DELETE	CEL_PROCESS_DELETE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_PROCESS_TERMINATE	CEL_PROCESS_TERMINATE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_SEM_CLOSE	CEL_SEM_CLOSE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_SEM_CREATE	CEL_SEM_CREATE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_SEM_DELETE	CEL_SEM_DELETE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_SEM_RELEASE	CEL_SEM_RELEASE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_SLEEP	CEL_SLEEP	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_SYSTEM_INVERT	CEL_SYSTEM_INVERT	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_SYSTEM_PAGE	CEL_SYSTEM_PAGE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_SYSTEM_TLB	CEL_SYSTEM_TLB	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_THREAD_CLOSE	CEL_THREAD_CLOSE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_THREAD_CREATE	CEL_THREAD_CREATE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_THREAD_DELETE	CEL_THREAD_DELETE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_THREAD_MIGRATE	CEL_THREAD_MIGRATE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_THREAD_PRIORITY	CEL_THREAD_PRIORITY	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_THREAD_QUANTUM	CEL_THREAD_QUANTUM	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_THREAD_RESUME	CEL_THREAD_RESUME	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_THREAD_SUSPEND	CEL_THREAD_SUSPEND	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_THREAD_SWITCH	CEL_THREAD_SWITCH	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_THREAD_TERMINATE	CEL_THREAD_TERMINATE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_VIRTUAL_ALLOC	CEL_VIRTUAL_ALLOC	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_VIRTUAL_COPY	CEL_VIRTUAL_COPY	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_VIRTUAL_FREE	CEL_VIRTUAL_FREE	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEL_WAIT_MULTI	CEL_WAIT_MULTI	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CEProcessorType	CEProcessorType	3.0	3.0 and later			Windows CE OS
_wcepb_CacheErrorHandler	CacheErrorHandler	3.0	3.0 and later	Cache.s		Windows CE OS
_wcepb_CacheSync	CacheSync	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_CeChangeDatabaseLCID	CeChangeDatabaseLCID	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_CeLogData	CeLogData	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CeLogInit	CeLogInit	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CeLogInterrupt	CeLogInterrupt	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CeLogReSync	CeLogReSync	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CeLogSetZones	CeLogSetZones	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CeLogThreadMigrate	CeLogThreadMigrate	3.0	3.0 and later	Celog.h		Windows CE OS
_wcepb_CeNotifyPrivate_ClearUserAlarm	CeNotifyPrivate_ClearUserAlarm	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPrivate_DeleteNotification	CeNotifyPrivate_DeleteNotification	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPrivate_FilterType	CeNotifyPrivate_FilterType	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPrivate_Lock	CeNotifyPrivate_Lock	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPrivate_Reschedule	CeNotifyPrivate_Reschedule	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPrivate_SetUserAlarm	CeNotifyPrivate_SetUserAlarm	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPrivate_TranslateOID	CeNotifyPrivate_TranslateOID	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPrivate_Unlock	CeNotifyPrivate_Unlock	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPublic_DisposeOfPacket	CeNotifyPublic_DisposeOfPacket	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPublic_FilterEvent	CeNotifyPublic_FilterEvent	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPublic_FilterUserNotification	CeNotifyPublic_FilterUserNotification	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPublic_Initialize	CeNotifyPublic_Initialize	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPublic_NewPacket	CeNotifyPublic_NewPacket	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPublic_PresentSettingsBox	CeNotifyPublic_PresentSettingsBox	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPublic_UIWndProc	CeNotifyPublic_UIWndProc	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CeNotifyPublic_UserAlarmSignalled	CeNotifyPublic_UserAlarmSignalled	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_CertifyModule	CertifyModule	2.10	2.10 and later			Windows CE OS
_wcepb_CertifyModuleFinal	CertifyModuleFinal	2.10	2.10 and later			Windows CE OS
_wcepb_CertifyModuleInit	CertifyModuleInit	2.10	2.10 and later			Windows CE OS
_wcepb_CheckPassword	CheckPassword	2.10	2.10 and later	Windbase.h		Windows CE OS
_wcepb_ConnectionDialog	ConnectionDialog	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_CreateHandler	CreateHandler	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_CreateTicket	CreateTicket	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_CurMSec	CurMSec	2.10	2.10 and later	Fwpc.c		Windows CE OS
_wcepb_DEBUGCHK	DEBUGCHK	2.10	2.10 and later	Dbgapi.h		Windows CE OS
_wcepb_DEBUGLED	DEBUGLED	2.10	2.10 and later	Dbgapi.h		Windows CE OS
_wcepb_DEBUGMSG	DEBUGMSG	2.10	2.10 and later	Dbgapi.h		Windows CE OS
_wcepb_DEBUGREGISTER	DEBUGREGISTER	2.10	2.10 and later	Dbgapi.h		Windows CE OS
_wcepb_DEBUGZONE	DEBUGZONE	2.10	2.10 and later	Dbgapi.h		Windows CE OS
_wcepb_DEVICE_ID	DEVICE_ID	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_DataHandler	DataHandler	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_DeleteHandler	DeleteHandler	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_DeleteTicket	DeleteTicket	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_DiffMSec	DiffMSec	2.10	2.10 and later	Fwpc.c		Windows CE OS
_wcepb_DisassociateSession	DisassociateSession	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_DisconnectDialog	DisconnectDialog	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_EDBG_ADAPTER	EDBG_ADAPTER	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_EDBG_ADDR	EDBG_ADDR	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_EDBG_BOOTME_DATA	EDBG_BOOTME_DATA	2.10	2.10 and later	Ethdbg.h		Windows CE OS
_wcepb_EDBG_BOOT_CALLBACK_FUNC	EDBG_BOOT_CALLBACK_FUNC	2.10	2.10 and later	Ethdbg.h		Windows CE OS
_wcepb_ERRORMSG	ERRORMSG	2.10	2.10 and later	Dbgapi.h		Windows CE OS
_wcepb_EdbgCancelRegisterClient	EdbgCancelRegisterClient	2.10	2.10 and later	Client.c		Windows CE OS
_wcepb_EdbgDeregisterBootCallback	EdbgDeregisterBootCallback	2.10	2.10 and later	Ethdbg.h	Edbg.dll	Windows CE OS
_wcepb_EdbgDeregisterClient	EdbgDeregisterClient	2.10	2.10 and later	Ethdbg.h	Ethdbg.lib, Ethdbg.dll	Windows CE OS
_wcepb_EdbgGetDeviceInfo	EdbgGetDeviceInfo	2.10	2.10 and later	Ethdbg.h	Edbg.dll	Windows CE OS
_wcepb_EdbgInit	EdbgInit	2.10	2.10 and later	halether.h		Windows CE OS
_wcepb_EdbgOutputDebugString	EdbgOutputDebugString	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_EdbgRecv	EdbgRecv	2.10	2.10 and later	Ethdbg.h	Ethdbg.lib	Windows CE OS
_wcepb_EdbgRegisterBootCallback	EdbgRegisterBootCallback	2.10	2.10 and later	Ethdbg.h	Edbg.dll	Windows CE OS
_wcepb_EdbgRegisterClient_Development_Workstation_	EdbgRegisterClient (Development Workstation)	2.10	2.10 and later	Ethdbg.h	Edbg.dll	Windows CE OS
_wcepb_EdbgRegisterClient_Target_Device_	EdbgRegisterClient (Target Device)	2.10	2.10 and later	Ethdbg.h	Ethdbg.lib	Windows CE OS
_wcepb_EdbgResetDevice	EdbgResetDevice	2.10	2.10 and later	Ethdbg.h		Windows CE OS
_wcepb_EdbgSend	EdbgSend	2.10	2.10 and later	Ethdbg.h	Ethdbg.lib, Edbg.dll	Windows CE OS
_wcepb_EdbgSendUDP	EdbgSendUDP	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_EdbgSetDebug_Development_Workstation_	EdbgSetDebug (Development Workstation)	2.10	2.10 and later	Ethdbg.h	Ethdbg.dll	Windows CE OS
_wcepb_EdbgSetDebug_Target_Device_	EdbgSetDebug (Target Device)	2.10	2.10 and later	Ethdbg.h	Ethdbg.lib	Windows CE OS
_wcepb_EditSession	EditSession	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_EditorDeregister	EditorDeregister	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_EditorInitialize	EditorInitialize	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_FATUIDATA	FATUIDATA	2.10	2.10 and later	Fatui.h		Windows CE OS
_wcepb_FATUIEvent	FATUIEvent	2.10	2.10 and later	Fatui.h		Windows CE OS
_wcepb_ForcePageout	ForcePageout	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_GETDRIVERNAMEPARMS	GETDRIVERNAMEPARMS	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_GetCurrentPermissions	GetCurrentPermissions	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_GetDriverName	GetDriverName	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_GetEPC	GetEPC	3.0	3.0 and later			Windows CE OS
_wcepb_GetIPAddress	GetIPAddress	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_GetIdleTime	GetIdleTime	3.0	3.0 and later	Mkfuncs.h		Windows CE OS
_wcepb_GetNetString	GetNetString	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_GetOwnerProcess	GetOwnerProcess	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_GetPasswordActive	GetPasswordActive	2.10	2.10 and later	Windbase.h		Windows CE OS
_wcepb_GetResourcePassword	GetResourcePassword	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_GetSystemMemoryDivision	GetSystemMemoryDivision	2.10	2.10 and later	Pwindbas.h		Windows CE OS
_wcepb_GetTickCount	GetTickCount	2.10	2.10 and later	Mkfuncs.h		Windows CE OS
_wcepb_GetUsernamePassword	GetUsernamePassword	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_HalGetBusData	HalGetBusData	2.10	2.10 and later	Ceddk.h		Windows CE OS
_wcepb_HalGetBusDataByOffset	HalGetBusDataByOffset	2.10	2.10 and later	Ceddk.h		Windows CE OS
_wcepb_HalSetBusData	HalSetBusData	2.10	2.10 and later	Ceddk.h		Windows CE OS
_wcepb_HalSetBusDataByOffset	HalSetBusDataByOffset	2.10	2.10 and later	Ceddk.h		Windows CE OS
_wcepb_HalTranslateBusAddress	HalTranslateBusAddress	2.10	2.10 and later	Ceddk.h		Windows CE OS
_wcepb_HookInterrupt	HookInterrupt	2.10	2.10 and later	Nkintr.h		Windows CE OS
_wcepb_ILTIMING_MESSAGE	ILTIMING_MESSAGE	3.0	3.0 and later	Iltiming.h		Windows CE OS
_wcepb_IMAGE_DATA_DIRECTORY	IMAGE_DATA_DIRECTORY	2.10	2.10 and later	Winnt.h		Windows CE OS
_wcepb_INTERRUPTS_OFF	INTERRUPTS_OFF	2.10	2.10 and later	Nkintr.h		Windows CE OS
_wcepb_INTERRUPTS_ON	INTERRUPTS_ON	2.10	2.10 and later	Nkintr.h		Windows CE OS
_wcepb_IOCTL_COLLECTOR_REGISTER	IOCTL_COLLECTOR_REGISTER	3.0	3.0 and later			Windows CE OS
_wcepb_IOCTL_COLLECTOR_SEND	IOCTL_COLLECTOR_SEND	3.0	3.0 and later			Windows CE OS
_wcepb_IOCTL_COLLECTOR_UNREGISTER	IOCTL_COLLECTOR_UNREGISTER	3.0	3.0 and later			Windows CE OS
_wcepb_IOCTL_CONSOLE_SETCONTROLCHANDLER	IOCTL_CONSOLE_SETCONTROLCHANDLER	3.0	3.0 and later	Console.h		Windows CE OS
_wcepb_IOCTL_DISK_FORMAT_VOLUME	IOCTL_DISK_FORMAT_VOLUME	2.12	2.12 and later	Diskio.h		Windows CE OS
_wcepb_IOCTL_DISK_SCAN_VOLUME	IOCTL_DISK_SCAN_VOLUME	2.12	2.12 and later	Diskio.h		Windows CE OS
_wcepb_IOCTL_EDBG_DEREGISTER_CLIENT	IOCTL_EDBG_DEREGISTER_CLIENT	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_EDBG_RECV	IOCTL_EDBG_RECV	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_EDBG_REGISTER_CLIENT	IOCTL_EDBG_REGISTER_CLIENT	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_EDBG_SEND	IOCTL_EDBG_SEND	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_EDBG_SET_DEBUG	IOCTL_EDBG_SET_DEBUG	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_HAL_GET_DEVICEID	IOCTL_HAL_GET_DEVICEID	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_HAL_GET_DEVICE_INFO	IOCTL_HAL_GET_DEVICE_INFO	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_HAL_GET_IP_ADDR	IOCTL_HAL_GET_IP_ADDR	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_HAL_GET_UUID	IOCTL_HAL_GET_UUID	2.12	2.12 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_HAL_ILTIMING	IOCTL_HAL_ILTIMING	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_HAL_INIT_RTC	IOCTL_HAL_INIT_RTC	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_HAL_REBOOT	IOCTL_HAL_REBOOT	2.12	2.12 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_PROCESSOR_INFORMATION	IOCTL_PROCESSOR_INFORMATION	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_QUERY_PHYSICALMEM	IOCTL_QUERY_PHYSICALMEM	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IOCTL_SET_KERNEL_COMM_DEV	IOCTL_SET_KERNEL_COMM_DEV	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_IPRcvBuf	IPRcvBuf	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_IP_NAT_DIRECTION	IP_NAT_DIRECTION	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_IP_NAT_REGISTER_EDITOR	IP_NAT_REGISTER_EDITOR	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_IP_NAT_SESSION_MAPPING_STATISTICS	IP_NAT_SESSION_MAPPING_STATISTICS	3.0	3.0 and later	Natedit.h	Coredll.dll	Windows CE OS
_wcepb_InitPubKey	InitPubKey	2.10	2.10 and later			Windows CE OS
_wcepb_InterruptDisable	InterruptDisable	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_InterruptDone	InterruptDone	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_InterruptInitialize	InterruptInitialize	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_IntrPrio	IntrPrio	3.0	3.0 and later			Windows CE OS
_wcepb_Ioctl_Register_DataCollector	Ioctl_Register_DataCollector	3.0	3.0 and later	Oemioctl.c		Windows CE OS
_wcepb_Ioctl_Send_DataCollector	Ioctl_Send_DataCollector	3.0	3.0 and later	Oemioctl.c		Windows CE OS
_wcepb_Ioctl_Unregister_DataCollector	Ioctl_Unregister_DataCollector	3.0	3.0 and later	Oemioctl.c		Windows CE OS
_wcepb_IsAPIReady	IsAPIReady	2.10	2.10 and later	Windev.h	Coredll.dll	Windows CE OS
_wcepb_KCompareFileTime	KCompareFileTime	2.10	2.10 and later	Nkintr.h		Windows CE OS
_wcepb_KD_BPINFO	KD_BPINFO	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_KD_IOCTL_CLEAR_CBP	KD_IOCTL_CLEAR_CBP	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_KD_IOCTL_CLEAR_DBP	KD_IOCTL_CLEAR_DBP	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_KD_IOCTL_ENUM_CBP	KD_IOCTL_ENUM_CBP	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_KD_IOCTL_ENUM_DBP	KD_IOCTL_ENUM_DBP	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_KD_IOCTL_QUERY_CBP	KD_IOCTL_QUERY_CBP	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_KD_IOCTL_QUERY_DBP	KD_IOCTL_QUERY_DBP	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_KD_IOCTL_REBOOT	KD_IOCTL_REBOOT	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_KD_IOCTL_SET_CBP	KD_IOCTL_SET_CBP	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_KD_IOCTL_SET_DBP	KD_IOCTL_SET_DBP	3.0	3.0 and later	Pkfuncs.h		Windows CE OS
_wcepb_KFileTimeToSystemTime	KFileTimeToSystemTime	2.10	2.10 and later	Nkintr.h		Windows CE OS
_wcepb_KSystemTimeToFileTime	KSystemTimeToFileTime	2.10	2.10 and later	Nkintr.h		Windows CE OS
_wcepb_KernelIoControl	KernelIoControl	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_LINECONFIGDATA	LINECONFIGDATA	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_LineConfigEdit	LineConfigEdit	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_LineTranslateDialog	LineTranslateDialog	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_LoadDriver	LoadDriver	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_LockPages	LockPages	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_LogProcessCreate	LogProcessCreate	2.10	2.10 and later	Kerninst.c		Windows CE OS
_wcepb_LogProcessDelete	LogProcessDelete	2.10	2.10 and later	Kerninst.c		Windows CE OS
_wcepb_LogThreadCreate	LogThreadCreate	2.10	2.10 and later	Kerninst.c		Windows CE OS
_wcepb_LogThreadDelete	LogThreadDelete	2.10	2.10 and later	Kerninst.c		Windows CE OS
_wcepb_LogThreadSwitch	LogThreadSwitch	2.10	2.10 and later	Kerninst.c		Windows CE OS
_wcepb_MainMemoryEndAddress	MainMemoryEndAddress	2.10	2.10 and later			Windows CE OS
_wcepb_MapPtrToProcess	MapPtrToProcess	2.10	2.10 and later	Pkfuncs.h		Windows CE OS
_wcepb_MmMapIoSpace	MmMapIoSpace	2.10	2.10 and later	Ceddk.h		Windows CE OS
_wcepb_MmUnmapIoSpace	MmUnmapIoSpace	2.10	2.10 and later	Ceddk.h		Windows CE OS
_wcepb_NETUI_RESPWD	NETUI_RESPWD	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_NETUI_USERPWD	NETUI_USERPWD	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_NetMsgBox	NetMsgBox	2.10	2.10 and later	Netui.h		Windows CE OS
_wcepb_NotifyPacket	NotifyPacket	2.10	2.10 and later	Notifext.hxx		Windows CE OS
_wcepb_NotifyWinUserSystem	NotifyWinUserSystem	2.10	2.10 and later	Pwinuser.h		Windows CE OS
_wcepb_OEMARMCacheMode	OEMARMCacheMode	3.0	3.0 and later	Cache.s		Windows CE OS
_wcepb_OEMCertifyModule	OEMCertifyModule	2.10	2.10 and later			Windows CE OS
_wcepb_OEMCertifyModuleInit	OEMCertifyModuleInit	2.10	2.10 and later			Windows CE OS
_wcepb_OEMClearDebugCommError	OEMClearDebugCommError	2.10	2.10 and later	Nkintr.h		Windows CE OS
_wcepb_OEMEthDisableInts	OEMEthDisableInts	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_OEMEthEnableInts	OEMEthEnableInts	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_OEMEthGetFrame	OEMEthGetFrame	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_OEMEthGetSecs	OEMEthGetSecs	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_OEMEthISR	OEMEthISR	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_OEMEthInit	OEMEthInit	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_OEMEthQueryClientInfo	OEMEthQueryClientInfo	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_OEMEthSendFrame	OEMEthSendFrame	2.10	2.10 and later	Halether.h		Windows CE OS
_wcepb_OEMExtraCCR	OEMExtraCCR	2.10	2.10 and later			Windows CE OS
_wcepb_OEMFlushCache	OEMFlushCache	3.0	3.0 and later			Windows CE OS
_wcepb_OEMGetExtensionDRAM	OEMGetExtensionDRAM	2.10	2.10 and later	Nkintr.h		Windows CE OS
_wcepb_OEMGetRealTime	OEMGetRealTime	2.10	2.10 and later	Nkintr.h		Windows CE OS
_wcepb_OEMIdle	OEMIdle	2.10	2.10 and later	Cfwp2.c		Windows CE OS
_wcepb_OEMInit	OEMInit	2.10	2.10 and later	Nkintr.h		Windows CE OS
