id	title	min_ce	versions	header	lib	os
_wcesdk_MyFSD_SetFilePointer	MyFSD_SetFilePointer	2.10	2.10 and later	Fsdmgr.h		Windows CE OS
_wcesdk_MyFSD_SetFileTime	MyFSD_SetFileTime	2.10	2.10 and later	Fsdmgr.h		Windows CE OS
_wcesdk_MyFSD_UnmountDisk	MyFSD_UnmountDisk	2.10	2.10 and later	Fsdmgr.h		Windows CE OS
_wcesdk_MyFSD_WriteFile	MyFSD_WriteFile	2.10	2.10 and later	Fsdmgr.h		Windows CE OS
_wcesdk_MyFSD_WriteFileWithSeek	MyFSD_WriteFileWithSeek	2.10	2.10 and later	Fsdmgr.h		Windows CE OS
_wcesdk_NMCUSTOMDRAW	NMCUSTOMDRAW	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMDATETIMECHANGE	NMDATETIMECHANGE	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMDATETIMEFORMAT	NMDATETIMEFORMAT	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMDATETIMEFORMATQUERY	NMDATETIMEFORMATQUERY	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMDATETIMESTRING	NMDATETIMESTRING	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMDATETIMEWMKEYDOWN	NMDATETIMEWMKEYDOWN	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMDAYSTATE	NMDAYSTATE	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMHDDISPINFO	NMHDDISPINFO	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMHEADER	NMHEADER	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMKEY	NMKEY	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMLISTVIEW	NMLISTVIEW	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMLVCACHEHINT	NMLVCACHEHINT	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMLVCUSTOMDRAW	NMLVCUSTOMDRAW	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMLVFINDITEM	NMLVFINDITEM	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMLVKEYDOWN	NMLVKEYDOWN	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMLVODSTATECHANGE	NMLVODSTATECHANGE	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMMOUSE	NMMOUSE	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMRBAUTOSIZE	NMRBAUTOSIZE	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMREBAR	NMREBAR	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMSELCHANGE	NMSELCHANGE	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMTCKEYDOWN	NMTCKEYDOWN	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMTOOLBAR	NMTOOLBAR	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMTVCUSTOMDRAW	NMTVCUSTOMDRAW	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMTVKEYDOWN	NMTVKEYDOWN	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NMUPDOWN	NMUPDOWN	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NM_BASE	NM_BASE	2.0	2.0 and later	Htmlctrl.h		Windows CE OS
_wcesdk_NM_CLICK	NM_CLICK	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NM_CONTEXTMENU	NM_CONTEXTMENU	2.0	2.0 and later	Htmlctrl.h		Windows CE OS
_wcesdk_NM_CUSTOMDRAW	NM_CUSTOMDRAW	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NM_HOTSPOT	NM_HOTSPOT	2.0	2.0 and later	Htmlctrl.h		Windows CE OS
_wcesdk_NM_HTMLCONTEXT	NM_HTMLCONTEXT	2.0	2.0 and later	Htmlctrl.h		Windows CE OS
_wcesdk_NM_HTMLVIEW	NM_HTMLVIEW	1.0	1.0 and later	Htmlctrl.h		Windows CE OS
_wcesdk_NM_INLINE_IMAGE	NM_INLINE_IMAGE	1.0	1.0 and later	Htmlctrl.h		Windows CE OS
_wcesdk_NM_INLINE_SOUND	NM_INLINE_SOUND	1.0	1.0 and later	Htmlctrl.h		Windows CE OS
_wcesdk_NM_KEYDOWN	NM_KEYDOWN	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_NM_META	NM_META	1.0	1.0 and later	Htmlctrl.h		Windows CE OS
_wcesdk_NM_TITLE	NM_TITLE	1.0	1.0 and later	Htmlctrl.h		Windows CE OS
_wcesdk_NdisAcquireSpinLock	NdisAcquireSpinLock	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisAdjustBufferLength	NdisAdjustBufferLength	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisAllocateBuffer	NdisAllocateBuffer	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisAllocateBufferPool	NdisAllocateBufferPool	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisAllocateMemory	NdisAllocateMemory	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisAllocatePacket	NdisAllocatePacket	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisAllocatePacketPool	NdisAllocatePacketPool	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisAllocateSpinLock	NdisAllocateSpinLock	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisAnsiStringToUnicodeString	NdisAnsiStringToUnicodeString	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisChainBufferAtBack	NdisChainBufferAtBack	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisChainBufferAtFront	NdisChainBufferAtFront	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisCloseAdapter	NdisCloseAdapter	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisCloseConfiguration	NdisCloseConfiguration	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisCopyFromPacketToPacket	NdisCopyFromPacketToPacket	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisDeregisterProtocol	NdisDeregisterProtocol	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisDprAcquireSpinLock	NdisDprAcquireSpinLock	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisDprReleaseSpinLock	NdisDprReleaseSpinLock	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisEqualString	NdisEqualString	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisFlushBuffer	NdisFlushBuffer	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisFreeBuffer	NdisFreeBuffer	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisFreeBufferPool	NdisFreeBufferPool	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisFreeMemory	NdisFreeMemory	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisFreePacket	NdisFreePacket	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisFreePacketPool	NdisFreePacketPool	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisFreeSpinLock	NdisFreeSpinLock	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisFreeString	NdisFreeString	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisGetFirstBufferFromPacket	NdisGetFirstBufferFromPacket	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisGetNextBuffer	NdisGetNextBuffer	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisGetPacketFlags	NdisGetPacketFlags	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisGetPhysicalAddressHigh	NdisGetPhysicalAddressHigh	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisGetPhysicalAddressLow	NdisGetPhysicalAddressLow	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisIMDeInitializeDeviceInstance	NdisIMDeInitializeDeviceInstance	3.0	3.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisIMGetDeviceContext	NdisIMGetDeviceContext	3.0	3.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisIMInitializeDeviceInstance	NdisIMInitializeDeviceInstance	3.0	3.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisIMInitializeDeviceInstanceEx	NdisIMInitializeDeviceInstanceEx	3.0	3.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisIMRegisterLayeredMiniport	NdisIMRegisterLayeredMiniport	3.0	3.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisIMRevertBack	NdisIMRevertBack	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisIMSwitchToMiniport	NdisIMSwitchToMiniport	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisInitAnsiString	NdisInitAnsiString	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisInitUnicodeString	NdisInitUnicodeString	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisInitializeListHead	NdisInitializeListHead	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisInitializeString	NdisInitializeString	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisInterlockedInsertHeadList	NdisInterlockedInsertHeadList	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisInterlockedInsertTailList	NdisInterlockedInsertTailList	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisInterlockedRemoveHeadList	NdisInterlockedRemoveHeadList	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMAllocateMapRegisters	NdisMAllocateMapRegisters	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMCancelTimer	NdisMCancelTimer	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMDeregisterAdapterShutdownHandler	NdisMDeregisterAdapterShutdownHandler	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMDeregisterInterrupt	NdisMDeregisterInterrupt	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMDeregisterIoPortRange	NdisMDeregisterIoPortRange	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMEthIndicateReceive	NdisMEthIndicateReceive	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMEthIndicateReceiveComplete	NdisMEthIndicateReceiveComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMFreeMapRegisters	NdisMFreeMapRegisters	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMIndicateReceivePacket	NdisMIndicateReceivePacket	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMIndicateStatus	NdisMIndicateStatus	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMIndicateStatusComplete	NdisMIndicateStatusComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMInitializeTimer	NdisMInitializeTimer	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMInitializeWrapper	NdisMInitializeWrapper	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMMapIoSpace	NdisMMapIoSpace	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMPciAssignResources	NdisMPciAssignResources	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMQueryInformationComplete	NdisMQueryInformationComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMRegisterAdapterShutdownHandler	NdisMRegisterAdapterShutdownHandler	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMRegisterInterrupt	NdisMRegisterInterrupt	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMRegisterIoPortRange	NdisMRegisterIoPortRange	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMRegisterMiniport	NdisMRegisterMiniport	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMResetComplete	NdisMResetComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMSendComplete	NdisMSendComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMSendResourcesAvailable	NdisMSendResourcesAvailable	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMSetAttributes	NdisMSetAttributes	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMSetAttributesEx	NdisMSetAttributesEx	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMSetInformationComplete	NdisMSetInformationComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMSetPeriodicTimer	NdisMSetPeriodicTimer	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMSetTimer	NdisMSetTimer	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMSleep	NdisMSleep	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMSynchronizeWithInterrupt	NdisMSynchronizeWithInterrupt	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMTransferDataComplete	NdisMTransferDataComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMUnmapIoSpace	NdisMUnmapIoSpace	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMUpdateSharedMemory	NdisMUpdateSharedMemory	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMWanIndicateReceive	NdisMWanIndicateReceive	3.0	3.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMWanIndicateReceiveComplete	NdisMWanIndicateReceiveComplete	3.0	3.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMWanSendComplete	NdisMWanSendComplete	3.0	3.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMoveFromMappedMemory	NdisMoveFromMappedMemory	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMoveMappedMemory	NdisMoveMappedMemory	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMoveMemory	NdisMoveMemory	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisMoveToMappedMemory	NdisMoveToMappedMemory	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisOpenAdapter	NdisOpenAdapter	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisOpenConfiguration	NdisOpenConfiguration	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisOpenProtocolConfiguration	NdisOpenProtocolConfiguration	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisPrintString	NdisPrintString	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisQueryBuffer	NdisQueryBuffer	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisQueryBufferOffset	NdisQueryBufferOffset	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisQueryMapRegisterCount	NdisQueryMapRegisterCount	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisQueryPacket	NdisQueryPacket	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawReadPortBufferUchar	NdisRawReadPortBufferUchar	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawReadPortBufferUlong	NdisRawReadPortBufferUlong	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawReadPortBufferUshort	NdisRawReadPortBufferUshort	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawReadPortUchar	NdisRawReadPortUchar	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawReadPortUlong	NdisRawReadPortUlong	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawReadPortUshort	NdisRawReadPortUshort	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawWritePortBufferUchar	NdisRawWritePortBufferUchar	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawWritePortBufferUlong	NdisRawWritePortBufferUlong	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawWritePortBufferUshort	NdisRawWritePortBufferUshort	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawWritePortUchar	NdisRawWritePortUchar	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawWritePortUlong	NdisRawWritePortUlong	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRawWritePortUshort	NdisRawWritePortUshort	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisReadConfiguration	NdisReadConfiguration	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisReadNetworkAddress	NdisReadNetworkAddress	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisReadPciSlotInformation	NdisReadPciSlotInformation	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRecalculatePacketCounts	NdisRecalculatePacketCounts	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRegisterProtocol	NdisRegisterProtocol	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisReinitializePacket	NdisReinitializePacket	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisReleaseSpinLock	NdisReleaseSpinLock	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisRequest	NdisRequest	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisReset	NdisReset	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisReturnPackets	NdisReturnPackets	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisSend	NdisSend	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisSetPacketFlags	NdisSetPacketFlags	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisSetPhysicalAddressHigh	NdisSetPhysicalAddressHigh	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisSetPhysicalAddressLow	NdisSetPhysicalAddressLow	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisStallExecution	NdisStallExecution	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisTerminateWrapper	NdisTerminateWrapper	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisTransferData	NdisTransferData	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisUnchainBufferAtBack	NdisUnchainBufferAtBack	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisUnchainBufferAtFront	NdisUnchainBufferAtFront	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisUnicodeStringToAnsiString	NdisUnicodeStringToAnsiString	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisWriteConfiguration	NdisWriteConfiguration	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisWriteErrorLogEntry	NdisWriteErrorLogEntry	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisWritePciSlotInformation	NdisWritePciSlotInformation	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisZeroMappedMemory	NdisZeroMappedMemory	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_NdisZeroMemory	NdisZeroMemory	2.0	2.0 and later	Ndis.h	Ndislib.lib	Windows CE OS
_wcesdk_OBJNOTIFY	OBJNOTIFY	2.0	2.0 and later	Cesync.h		Windows CE OS
_wcesdk_OBJTYPEINFO	OBJTYPEINFO	2.0	2.0 and later	Cesync.h		Windows CE OS
_wcesdk_OBJUIDATA	OBJUIDATA	2.0	2.0 and later	Cesync.h		Windows CE OS
_wcesdk_ObjectNotify	ObjectNotify	2.0	2.0 and later	Cesync.h		Windows CE OS
_wcesdk_PBM_GETPOS	PBM_GETPOS	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PBM_GETRANGE	PBM_GETRANGE	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PBM_SETRANGE32	PBM_SETRANGE32	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PBRANGE	PBRANGE	2.0	2.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PFF_CONVERTINFO	PFF_CONVERTINFO	1.0	1.0 and 1.01	Replfilt.h		Windows CE OS
_wcesdk_PFF_DESTINATIONFILE	PFF_DESTINATIONFILE	1.0	1.0 and 1.01	Replfilt.h		Windows CE OS
_wcesdk_PFF_SOURCEFILE	PFF_SOURCEFILE	1.0	1.0 and 1.01	Replfilt.h		Windows CE OS
_wcesdk_PSM_ADDPAGE	PSM_ADDPAGE	1.0	1.0 and later			Windows CE OS
_wcesdk_PSM_APPLY	PSM_APPLY	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_CANCELTOCLOSE	PSM_CANCELTOCLOSE	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_CHANGED	PSM_CHANGED	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_GETCURRENTPAGEHWND	PSM_GETCURRENTPAGEHWND	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_GETTABCONTROL	PSM_GETTABCONTROL	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_ISDIALOGMESSAGE	PSM_ISDIALOGMESSAGE	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_PRESSBUTTON	PSM_PRESSBUTTON	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_QUERYSIBLINGS	PSM_QUERYSIBLINGS	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_REBOOTSYSTEM	PSM_REBOOTSYSTEM	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_REMOVEPAGE	PSM_REMOVEPAGE	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_RESTARTWINDOWS	PSM_RESTARTWINDOWS	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_SETCURSEL	PSM_SETCURSEL	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_SETCURSELID	PSM_SETCURSELID	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_SETTITLE	PSM_SETTITLE	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PSM_SETWIZBUTTONS	PSM_SETWIZBUTTONS	1.0	1.0 and later	Commctrl.h		Windows CE OS
_wcesdk_PostKeybdMessage	PostKeybdMessage	2.0	2.0 and later	Winuser.h	Kbdui.lib	Windows CE OS
_wcesdk_PropSheet_AddPage	PropSheet_AddPage	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_Apply	PropSheet_Apply	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_CancelToClose	PropSheet_CancelToClose	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_Changed	PropSheet_Changed	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_GetCurrentPageHwnd	PropSheet_GetCurrentPageHwnd	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_GetTabControl	PropSheet_GetTabControl	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_IsDialogMessage	PropSheet_IsDialogMessage	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_PressButton	PropSheet_PressButton	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_QuerySiblings	PropSheet_QuerySiblings	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_RebootSystem	PropSheet_RebootSystem	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_RemovePage	PropSheet_RemovePage	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_RestartWindows	PropSheet_RestartWindows	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_SetCurSel	PropSheet_SetCurSel	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_SetCurSelByID	PropSheet_SetCurSelByID	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_SetTitle	PropSheet_SetTitle	1.0	1.0 and later	Prsht.h		Windows CE OS
_wcesdk_PropSheet_SetWizButtons	PropSheet_SetWizButtons	1.0	1.0 and later	Prsht.h		Windows CE OS
