# action	name	note
keep	SetAPIErrorHandler	doc-derived (doc)
keep	SetBitmapBits	doc-derived (doc)
keep	SetBkColor	doc-derived (doc)
keep	SetBkMode	doc-derived (doc)
keep	SetBrushOrgEx	doc-derived (doc)
keep	SetCapture	doc-derived (doc)
keep	SetCleanRebootFlag	doc-derived (doc)
keep	SetCurrentUser	doc-derived (doc)
keep	SetDIBColorTable	doc-derived (doc)
keep	SetDIBitsToDevice	doc-derived (doc)
keep	SetDaylightTime	doc-derived (doc)
keep	SetDbgZone	doc-derived (doc)
keep	SetDevicePower	doc-derived (doc)
keep	SetEndOfFile	doc-derived (doc)
keep	SetEvent	doc-derived (doc)
keep	SetEventData	doc-derived (doc)
keep	SetFileAttributesW	doc-derived (doc-generic)
keep	SetFilePointer	doc-derived (doc)
keep	SetFileTime	doc-derived (doc)
keep	SetInterruptEvent	doc-derived (doc)
keep	SetKMode	doc-derived (doc)
keep	SetLastError	doc-derived (doc)
keep	SetLayout	doc-derived (doc)
keep	SetLocalTime	doc-derived (doc)
keep	SetOOMEvent	doc-derived (doc)
keep	SetPaletteEntries	doc-derived (doc)
keep	SetPasswordStatus	doc-derived (doc)
keep	SetPixel	doc-derived (doc)
keep	SetPowerRequirement	doc-derived (doc)
keep	SetProcPermissions	doc-derived (doc)
keep	SetProp	doc-derived (doc)
keep	SetPropW	doc-derived (doc-generic)
keep	SetROP2	doc-derived (doc)
keep	SetRectRgn	doc-derived (doc)
keep	SetStdioPathW	doc-derived (doc)
keep	SetStretchBltMode	doc-derived (doc)
keep	SetSystemMemoryDivision	doc-derived (doc)
keep	SetSystemPowerState	doc-derived (doc)
keep	SetSystemTime	doc-derived (doc)
keep	SetTextAlign	doc-derived (doc)
keep	SetTextCharacterExtra	doc-derived (doc)
keep	SetTextColor	doc-derived (doc)
keep	SetThreadPriority	doc-derived (doc)
keep	SetTimeZoneInformation	doc-derived (doc)
keep	SetUserData	doc-derived (doc)
keep	SetViewportOrgEx	doc-derived (doc)
keep	SetWindowOrgEx	doc-derived (doc)
keep	ShellExecuteEx	doc-derived (doc)
keep	SignalStarted	doc-derived (doc)
keep	SipEnumIM	doc-derived (doc)
keep	SipGetCurrentIM	doc-derived (doc)
keep	SipGetInfo	doc-derived (doc)
keep	SipRegisterNotification	doc-derived (doc)
keep	SipSetCurrentIM	doc-derived (doc)
keep	SipSetDefaultRect	doc-derived (doc)
keep	SipSetInfo	doc-derived (doc)
keep	SipShowIM	doc-derived (doc)
keep	SipStatus	doc-derived (doc)
keep	SizeofResource	doc-derived (doc)
keep	Sleep	doc-derived (doc)
keep	SleepTillTick	doc-derived (doc)
keep	StartWatchDogTimer	doc-derived (doc)
keep	StopBluetoothNotifications	doc-derived (doc)
keep	StopDeviceNotifications	doc-derived (doc)
keep	StopPowerNotifications	doc-derived (doc)
keep	StopWatchDogTimer	doc-derived (doc)
keep	StretchBlt	doc-derived (doc)
keep	StretchDIBits	doc-derived (doc)
keep	SuspendThread	doc-derived (doc)
keep	SwitchToFiber	doc-derived (doc)
keep	SystemParametersInfoW	doc-derived (doc-generic)
keep	SystemTimeToFileTime	doc-derived (doc)
keep	TSPI_lineAccept	doc-derived (doc)
keep	TSPI_lineAddToConference	doc-derived (doc)
keep	TSPI_lineAnswer	doc-derived (doc)
keep	TSPI_lineBlindTransfer	doc-derived (doc)
keep	TSPI_lineClose	doc-derived (doc)
keep	TSPI_lineCloseCall	doc-derived (doc)
keep	TSPI_lineCompleteTransfer	doc-derived (doc)
keep	TSPI_lineConfigDialogEdit	doc-derived (doc)
keep	TSPI_lineDevSpecific	doc-derived (doc)
keep	TSPI_lineDial	doc-derived (doc)
keep	TSPI_lineDrop	doc-derived (doc)
keep	TSPI_lineForward	doc-derived (doc)
keep	TSPI_lineGenerateDigits	doc-derived (doc)
keep	TSPI_lineGenerateTone	doc-derived (doc)
keep	TSPI_lineGetAddressCaps	doc-derived (doc)
keep	TSPI_lineGetAddressID	doc-derived (doc)
keep	TSPI_lineGetAddressStatus	doc-derived (doc)
keep	TSPI_lineGetCallAddressID	doc-derived (doc)
keep	TSPI_lineGetCallInfo	doc-derived (doc)
keep	TSPI_lineGetCallStatus	doc-derived (doc)
keep	TSPI_lineGetDevCaps	doc-derived (doc)
keep	TSPI_lineGetDevConfig	doc-derived (doc)
keep	TSPI_lineGetExtensionID	doc-derived (doc)
keep	TSPI_lineGetID	doc-derived (doc)
keep	TSPI_lineGetIcon	doc-derived (doc)
keep	TSPI_lineGetLineDevStatus	doc-derived (doc)
keep	TSPI_lineGetNumAddressIDs	doc-derived (doc)
keep	TSPI_lineHold	doc-derived (doc)
keep	TSPI_lineMakeCall	doc-derived (doc)
keep	TSPI_lineMonitorDigits	doc-derived (doc)
keep	TSPI_lineMonitorMedia	doc-derived (doc)
keep	TSPI_lineNegotiateExtVersion	doc-derived (doc)
keep	TSPI_lineNegotiateTSPIVersion	doc-derived (doc)
keep	TSPI_lineOpen	doc-derived (doc)
keep	TSPI_linePickup	doc-derived (doc)
keep	TSPI_linePrepareAddToConference	doc-derived (doc)
keep	TSPI_lineRedirect	doc-derived (doc)
keep	TSPI_lineReleaseUserUserInfo	doc-derived (doc)
keep	TSPI_lineRemoveFromConference	doc-derived (doc)
keep	TSPI_lineSendUserUserInfo	doc-derived (doc)
keep	TSPI_lineSetCallParams	doc-derived (doc)
keep	TSPI_lineSetDefaultMediaDetection	doc-derived (doc)
keep	TSPI_lineSetDevConfig	doc-derived (doc)
keep	TSPI_lineSetMediaMode	doc-derived (doc)
keep	TSPI_lineSetStatusMessages	doc-derived (doc)
keep	TSPI_lineSetTerminal	doc-derived (doc)
keep	TSPI_lineSetupConference	doc-derived (doc)
keep	TSPI_lineSetupTransfer	doc-derived (doc)
keep	TSPI_lineSwapHold	doc-derived (doc)
keep	TSPI_lineUnhold	doc-derived (doc)
keep	TSPI_phoneClose	doc-derived (doc)
keep	TSPI_phoneConfigDialog	doc-derived (doc)
keep	TSPI_phoneDevSpecific	doc-derived (doc)
keep	TSPI_phoneGetDevCaps	doc-derived (doc)
keep	TSPI_phoneGetExtensionID	doc-derived (doc)
keep	TSPI_phoneGetGain	doc-derived (doc)
keep	TSPI_phoneGetHookSwitch	doc-derived (doc)
keep	TSPI_phoneGetID	doc-derived (doc)
keep	TSPI_phoneGetIcon	doc-derived (doc)
keep	TSPI_phoneGetRing	doc-derived (doc)
keep	TSPI_phoneGetStatus	doc-derived (doc)
keep	TSPI_phoneGetVolume	doc-derived (doc)
keep	TSPI_phoneNegotiateExtVersion	doc-derived (doc)
keep	TSPI_phoneNegotiateTSPIVersion	doc-derived (doc)
keep	TSPI_phoneOpen	doc-derived (doc)
keep	TSPI_phoneSelectExtVersion	doc-derived (doc)
keep	TSPI_phoneSetGain	doc-derived (doc)
keep	TSPI_phoneSetHookSwitch	doc-derived (doc)
keep	TSPI_phoneSetRing	doc-derived (doc)
keep	TSPI_phoneSetStatusMessages	doc-derived (doc)
keep	TSPI_phoneSetVolume	doc-derived (doc)
keep	TSPI_providerCreateLineDevice	doc-derived (doc)
keep	TSPI_providerCreatePhoneDevice	doc-derived (doc)
keep	TSPI_providerEnumDevices	doc-derived (doc)
keep	TSPI_providerInit	doc-derived (doc)
keep	TSPI_providerInstall	doc-derived (doc)
keep	TSPI_providerRemove	doc-derived (doc)
keep	TSPI_providerRemoveDevice	doc-derived (doc)
keep	TSPI_providerShutdown	doc-derived (doc)
keep	TerminateProcess	doc-derived (doc)
keep	TerminateThread	doc-derived (doc)
keep	TlsAlloc	doc-derived (doc)
keep	TlsFree	doc-derived (doc)
keep	TlsGetValue	doc-derived (doc)
keep	TlsSetValue	doc-derived (doc)
keep	TouchCalibrate	doc-derived (doc)
keep	TranslateCharsetInfo	doc-derived (doc)
keep	TranslateMessage	doc-derived (doc)
keep	TransparentBlt	doc-derived (doc)
keep	TransparentImage	doc-derived (doc)
keep	TryEnterCriticalSection	doc-derived (doc)
keep	UnlockFileEx	doc-derived (doc)
keep	UnlockPages	doc-derived (doc)
keep	UnmapViewOfFile	doc-derived (doc)
keep	UpdateWindow	doc-derived (doc)
keep	ValidateRect	doc-derived (doc)
keep	ValidateRgn	doc-derived (doc)
keep	VerQueryValueW	doc-derived (doc-generic)
keep	VerifyUser	doc-derived (doc)
keep	VerifyUserStart	doc-derived (doc)
keep	VerifyUserStop	doc-derived (doc)
keep	VerifyUserToTop	doc-derived (doc)
keep	VirtualAlloc	doc-derived (doc)
keep	VirtualAllocCopyEx	doc-derived (doc)
keep	VirtualAllocEx	doc-derived (doc)
keep	VirtualCopy	doc-derived (doc)
keep	VirtualCopyEx	doc-derived (doc)
keep	VirtualFree	doc-derived (doc)
keep	VirtualFreeEx	doc-derived (doc)
keep	VirtualProtect	doc-derived (doc)
keep	VirtualProtectEx	doc-derived (doc)
keep	VirtualQuery	doc-derived (doc)
keep	VirtualQueryEx	doc-derived (doc)
keep	VirtualSetAttributes	doc-derived (doc)
keep	VirtualSetPageFlags	doc-derived (doc)
keep	WNetAddConnection3W	doc-derived (doc-generic)
keep	WNetCancelConnection2W	doc-derived (doc-generic)
keep	WNetCloseEnum	doc-derived (doc)
keep	WNetConnectionDialog1W	doc-derived (doc-generic)
keep	WNetDisconnectDialog	doc-derived (doc)
keep	WNetDisconnectDialog1W	doc-derived (doc-generic)
keep	WNetEnumResourceW	doc-derived (doc-generic)
keep	WNetGetConnectionW	doc-derived (doc-generic)
keep	WNetGetUniversalNameW	doc-derived (doc-generic)
keep	WNetGetUserW	doc-derived (doc-generic)
keep	WNetOpenEnumW	doc-derived (doc-generic)
keep	WaitForDebugEvent	doc-derived (doc)
keep	WaitForSingleObject	doc-derived (doc)
keep	WideCharToMultiByte	doc-derived (doc)
keep	WriteDebugLED	doc-derived (doc)
keep	WriteFile	doc-derived (doc)
keep	WriteMsgQueue	doc-derived (doc)
keep	lineAccept	doc-derived (doc)
keep	lineAddProvider	doc-derived (doc)
keep	lineAddToConference	doc-derived (doc)
keep	lineAnswer	doc-derived (doc)
keep	lineBlindTransfer	doc-derived (doc)
keep	lineClose	doc-derived (doc)
keep	lineCompleteTransfer	doc-derived (doc)
keep	lineConfigDialogEdit	doc-derived (doc)
keep	lineDeallocateCall	doc-derived (doc)
keep	lineDevSpecific	doc-derived (doc)
keep	lineDial	doc-derived (doc)
keep	lineDrop	doc-derived (doc)
keep	lineForward	doc-derived (doc)
keep	lineGenerateDigits	doc-derived (doc)
keep	lineGenerateTone	doc-derived (doc)
keep	lineGetAddressCaps	doc-derived (doc)
keep	lineGetAddressID	doc-derived (doc)
keep	lineGetAddressStatus	doc-derived (doc)
keep	lineGetAppPriority	doc-derived (doc)
keep	lineGetCallInfo	doc-derived (doc)
keep	lineGetCallStatus	doc-derived (doc)
keep	lineGetConfRelatedCalls	doc-derived (doc)
keep	lineGetDevCaps	doc-derived (doc)
keep	lineGetDevConfig	doc-derived (doc)
keep	lineGetID	doc-derived (doc)
keep	lineGetIcon	doc-derived (doc)
keep	lineGetLineDevStatus	doc-derived (doc)
keep	lineGetMessage	doc-derived (doc)
keep	lineGetNewCalls	doc-derived (doc)
keep	lineGetNumRings	doc-derived (doc)
keep	lineGetProviderList	doc-derived (doc)
keep	lineGetStatusMessages	doc-derived (doc)
keep	lineGetTranslateCaps	doc-derived (doc)
keep	lineHandoff	doc-derived (doc)
keep	lineHold	doc-derived (doc)
keep	lineInitialize	doc-derived (doc)
keep	lineInitializeEx	doc-derived (doc)
keep	lineMakeCall	doc-derived (doc)
keep	lineMonitorDigits	doc-derived (doc)
keep	lineMonitorMedia	doc-derived (doc)
keep	lineNegotiateAPIVersion	doc-derived (doc)
keep	lineNegotiateExtVersion	doc-derived (doc)
keep	lineOpen	doc-derived (doc)
keep	linePickup	doc-derived (doc)
keep	linePrepareAddToConference	doc-derived (doc)
keep	lineRedirect	doc-derived (doc)
keep	lineReleaseUserUserInfo	doc-derived (doc)
keep	lineRemoveFromConference	doc-derived (doc)
keep	lineSendUserUserInfo	doc-derived (doc)
keep	lineSetAppPriority	doc-derived (doc)
keep	lineSetCallParams	doc-derived (doc)
keep	lineSetCallPrivilege	doc-derived (doc)
keep	lineSetCurrentLocation	doc-derived (doc)
keep	lineSetDevConfig	doc-derived (doc)
keep	lineSetMediaMode	doc-derived (doc)
keep	lineSetNumRings	doc-derived (doc)
keep	lineSetStatusMessages	doc-derived (doc)
keep	lineSetTerminal	doc-derived (doc)
keep	lineSetTollList	doc-derived (doc)
keep	lineSetupConference	doc-derived (doc)
keep	lineSetupTransfer	doc-derived (doc)
keep	lineShutdown	doc-derived (doc)
keep	lineSwapHold	doc-derived (doc)
keep	lineTranslateAddress	doc-derived (doc)
keep	lineTranslateDialog	doc-derived (doc)
keep	lineUnhold	doc-derived (doc)
keep	mixerClose	doc-derived (doc)
keep	mixerGetControlDetails	doc-derived (doc)
keep	mixerGetDevCaps	doc-derived (doc)
keep	mixerGetID	doc-derived (doc)
keep	mixerGetLineControls	doc-derived (doc)
keep	mixerGetLineInfo	doc-derived (doc)
keep	mixerGetNumDevs	doc-derived (doc)
keep	mixerMessage	doc-derived (doc)
keep	mixerOpen	doc-derived (doc)
keep	mixerSetControlDetails	doc-derived (doc)
keep	mouse_event	doc-derived (doc)
keep	phoneClose	doc-derived (doc)
keep	phoneConfigDialog	doc-derived (doc)
keep	phoneDevSpecific	doc-derived (doc)
keep	phoneGetDevCaps	doc-derived (doc)
keep	phoneGetGain	doc-derived (doc)
keep	phoneGetHookSwitch	doc-derived (doc)
keep	phoneGetID	doc-derived (doc)
keep	phoneGetIcon	doc-derived (doc)
keep	phoneGetMessage	doc-derived (doc)
keep	phoneGetRing	doc-derived (doc)
keep	phoneGetStatus	doc-derived (doc)
keep	phoneGetStatusMessages	doc-derived (doc)
keep	phoneGetVolume	doc-derived (doc)
keep	phoneInitializeEx	doc-derived (doc)
keep	phoneNegotiateAPIVersion	doc-derived (doc)
keep	phoneNegotiateExtVersion	doc-derived (doc)
keep	phoneOpen	doc-derived (doc)
keep	phoneSetGain	doc-derived (doc)
keep	phoneSetHookSwitch	doc-derived (doc)
keep	phoneSetRing	doc-derived (doc)
keep	phoneSetStatusMessages	doc-derived (doc)
keep	phoneSetVolume	doc-derived (doc)
keep	phoneShutdown	doc-derived (doc)
keep	sndPlaySoundW	doc-derived (doc-generic)
keep	waveInAddBuffer	doc-derived (doc)
keep	waveInClose	doc-derived (doc)
keep	waveInGetDevCaps	doc-derived (doc)
keep	waveInGetErrorText	doc-derived (doc)
keep	waveInGetID	doc-derived (doc)
keep	waveInGetNumDevs	doc-derived (doc)
keep	waveInGetPosition	doc-derived (doc)
keep	waveInGetProperty	doc-derived (doc)
keep	waveInMessage	doc-derived (doc)
keep	waveInOpen	doc-derived (doc)
keep	waveInPrepareHeader	doc-derived (doc)
keep	waveInReset	doc-derived (doc)
keep	waveInSetProperty	doc-derived (doc)
keep	waveInStart	doc-derived (doc)
keep	waveInStop	doc-derived (doc)
keep	waveInUnprepareHeader	doc-derived (doc)
keep	waveOutBreakLoop	doc-derived (doc)
keep	waveOutClose	doc-derived (doc)
keep	waveOutGetDevCaps	doc-derived (doc)
keep	waveOutGetErrorText	doc-derived (doc)
keep	waveOutGetID	doc-derived (doc)
keep	waveOutGetNumDevs	doc-derived (doc)
keep	waveOutGetPitch	doc-derived (doc)
keep	waveOutGetPlaybackRate	doc-derived (doc)
keep	waveOutGetPosition	doc-derived (doc)
keep	waveOutGetProperty	doc-derived (doc)
keep	waveOutGetVolume	doc-derived (doc)
keep	waveOutMessage	doc-derived (doc)
keep	waveOutOpen	doc-derived (doc)
keep	waveOutPause	doc-derived (doc)
keep	waveOutPrepareHeader	doc-derived (doc)
keep	waveOutReset	doc-derived (doc)
keep	waveOutRestart	doc-derived (doc)
keep	waveOutSetPitch	doc-derived (doc)
keep	waveOutSetPlaybackRate	doc-derived (doc)
keep	waveOutSetProperty	doc-derived (doc)
keep	waveOutSetVolume	doc-derived (doc)
keep	waveOutUnprepareHeader	doc-derived (doc)
keep	waveOutWrite	doc-derived (doc)
drop	AbortDoc	Requirements name ?, Mgprint.lib, Mgprint.lib.
drop	AdjustWindowRectEx	Requirements name ?
drop	AllKeys	Requirements name ?
drop	AppendMenuW	Requirements name ?
drop	BeginDeferWindowPos	Requirements name ?
drop	BringWindowToTop	Requirements name ?
drop	CallWindowProcW	Requirements name ?
drop	CeCreateTokenFromAccount	Requirements name ?
drop	CeFsIoControlW	Requirements name Device.lib, Device.lib.
drop	CeGetCurrentTrust	Requirements name ?, Nk.lib, Nk.lib.
drop	CeGetVolumeInfoW	Requirements name Storeapi.lib
keep	CeImpersonateCurrentProcess	doc-derived (ee482962(v=winembedded.60))
drop	CeResyncFilesys	Requirements name ?, Device.lib, Device.lib.
drop	CeSetThreadPriority	Requirements name ?, Nk.lib, Nk.lib.
drop	CharLowerBuffW	Requirements name Coreloc.lib, Coreloc.lib.
drop	CharLowerW	Requirements name Coreloc.lib, Coreloc.lib.
drop	CharPrevW	Requirements name Coreloc.lib, Coreloc.lib.
drop	CharUpperBuffW	Requirements name Coreloc.lib, Coreloc.lib.
drop	CharUpperW	Requirements name Coreloc.lib, Coreloc.lib.
drop	CheckMenuItem	Requirements name ?, Menu.lib, Menu.lib.
drop	CheckMenuRadioItem	Requirements name ?, Menu.lib, Menu.lib.
keep	CheckPassword	doc-derived (_wcesdk_CheckPassword)
drop	CheckRadioButton	Requirements name ?, Dlgmgr.lib, Dlgmgr.lib.
keep	CheckRemoteDebuggerPresent	doc-derived (ee488625(v=winembedded.60))
drop	ChildWindowFromPoint	Requirements name ?
drop	ClearCommBreak	Requirements name ?, Serdev.lib, Serdev.lib.
drop	ClearCommError	Requirements name ?, Serdev.lib, Serdev.lib.
drop	ClipCursor	Requirements name ?, Cursor.lib
drop	CloseClipboard	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	CloseGestureInfoHandle	Requirements name TouchGesture.lib
drop	CompareStringW	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	ConvertDefaultLocale	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	CopyRect	Requirements name ?, Rectapi.lib, Rectapi.lib.
drop	CountClipboardFormats	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	CreateAcceleratorTableW	Requirements name Accel.lib, Accel.lib.
drop	CreateCaret	Requirements name ?, Caret.lib, Caret.lib.
drop	CreateCursor	Requirements name ?, Iconcurs.lib, Iconcurs.lib.
drop	CreateDialogIndirectParamW	Requirements name Dlgmgr.lib, Dlgmgr.lib.
keep	CreateHandler	doc-derived (ms885179)
drop	CreateIconIndirect	Requirements name ?, Icon.lib, Icon.lib.
drop	CreateMenu	Requirements name ?, Menu.lib, Menu.lib.
drop	CreatePartition	Requirements name Storeapi.lib
drop	CreatePartitionEx	Requirements name Storeapi.lib
drop	CreatePopupMenu	Requirements name ?, Menu.lib, Menu.lib.
drop	CreateSemaphoreW	Requirements name Nk.lib, Nk.lib.
keep	CreateTicket	doc-derived (ms885188)
drop	CreateWindowExW	Requirements name ?
drop	DPA_GetPtr	Requirements name ?
keep	DataHandler	doc-derived (ms885191)
drop	DefDlgProcW	Requirements name Dlgmgr.lib, Dlgmgr.lib.
drop	DefWindowProcW	Requirements name ?
drop	DeferWindowPos	Requirements name ?
drop	DeleteCriticalSection	Requirements name ?, Coremain.lib, Coremain.lib.
keep	DeleteHandler	doc-derived (ms885198)
drop	DeleteMenu	Requirements name ?, Menu.lib, Menu.lib.
drop	DeletePartition	Requirements name Storeapi.lib
drop	DeleteStaticMapping	Requirements name Nkstub.lib
keep	DeleteTicket	doc-derived (ms885199)
drop	DestroyAcceleratorTable	Requirements name ?, Accel.lib, Accel.lib.
drop	DestroyCaret	Requirements name ?, Caret.lib, Caret.lib.
drop	DestroyCursor	Requirements name ?, Iconcurs.lib, Iconcurs.lib.
drop	DestroyIcon	Requirements name ?, Icon.lib, Icon.lib.
drop	DestroyMenu	Requirements name ?, Menu.lib, Menu.lib.
drop	DestroyWindow	Requirements name ?
drop	DialogBoxIndirectParamW	Requirements name Dlgmgr.lib, Dlgmgr.lib.
drop	DisableGestures	Requirements name TouchGesture.lib
keep	DisassociateSession	doc-derived (ms885201)
drop	DismountPartition	Requirements name Storeapi.lib
drop	DismountStore	Requirements name Storeapi.lib
drop	DrawFrameControl	Requirements name ?, Nclient.lib, Nclient.lib.
drop	DrawIconEx	Requirements name ?, Icon.lib, Icon.lib.
drop	DrawMenuBar	Requirements name ?, Drawmbar.lib, Drawmbar.lib.
keep	EditSession	doc-derived (ms885211)
keep	EditorDeregister	doc-derived (ms885209)
keep	EditorInitialize	doc-derived (ms885210)
drop	EmptyClipboard	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	EnableGestures	Requirements name TouchGesture.lib
drop	EnableHardwareKeyboard	Requirements name ?, Kbdui.lib, Kbdui.lib.
drop	EnableMenuItem	Requirements name ?, Menu.lib, Menu.lib.
drop	EnableWindow	Requirements name ?, Wmgr_c.lib, Wmgr_c.lib.
drop	EndDeferWindowPos	Requirements name ?
drop	EndDialog	Requirements name ?, Dlgmgr.lib, Dlgmgr.lib.
drop	EndDoc	Requirements name ?, Mgprint.lib, Mgprint.lib.
drop	EndPage	Requirements name ?, Mgprint.lib, Mgprint.lib.
drop	EndPaint	Requirements name ?, Winmgr.lib, Winmgr.lib.
drop	EnterCriticalSection	Requirements name ?, Coremain.lib, Coremain.lib.
drop	EnumCalendarInfoW	Requirements name Coreloc.lib, Coreloc.lib.
drop	EnumClipboardFormats	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	EnumDeviceInterfaces	Requirements name ?
drop	EnumSystemCodePagesW	Requirements name Coreloc.lib, Coreloc.lib.
drop	EnumUILanguagesW	Requirements name Coreloc.lib, Coreloc.lib.
drop	EnumWindows	Requirements name ?
drop	EqualRect	Requirements name ?, Rectapi.lib, Rectapi.lib.
drop	EscapeCommFunction	Requirements name ?, Serdev.lib, Serdev.lib.
drop	ExtractIconExW	Requirements name ?
drop	FindClosePartition	Requirements name Storeapi.lib
drop	FindCloseStore	Requirements name Storeapi.lib
drop	FindFirstDevice	Requirements name ?
drop	FindFirstPartition	Requirements name Storeapi.lib
drop	FindFirstStore	Requirements name Storeapi.lib
drop	FindNextDevice	Requirements name ?
drop	FindNextPartition	Requirements name Storeapi.lib
drop	FindNextStore	Requirements name Storeapi.lib
drop	FindWindowW	Requirements name ?
drop	FoldStringW	Requirements name Coreloc.lib, Coreloc.lib.
drop	FormatMessageW	Requirements name Fmtmsg.lib, Fmtmsg.lib.
drop	FormatPartition	Requirements name Storeapi.lib
drop	FormatPartitionEx	Requirements name Storeapi.lib
drop	FormatStore	Requirements name Storeapi.lib
keep	FreeLibraryAndExitThread	doc-derived (ms885602)
drop	Gesture	Requirements name TouchGesture.lib
drop	GetACP	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	GetActiveWindow	Requirements name ?, Caret.lib
drop	GetAnimateMessageInfo	Requirements name ?
drop	GetAsyncKeyState	Requirements name ?, Kbdui.lib, Kbdui.lib.
drop	GetAsyncShiftFlags	Requirements name Kbdui.lib, Kbdui.lib.
drop	GetCPInfo	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	GetCaretBlinkTime	Requirements name ?, Caret.lib, Caret.lib.
drop	GetCaretPos	Requirements name ?, Caret.lib, Caret.lib.
drop	GetClassInfoW	Requirements name ?
drop	GetClassLong	Requirements name ?
drop	GetClassLongW	Requirements name ?
drop	GetClassNameW	Requirements name ?
drop	GetClientRect	Requirements name ?
drop	GetClipCursor	Requirements name ?, Cursor.lib
drop	GetClipboardData	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	GetClipboardDataAlloc	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	GetClipboardFormatNameW	Requirements name Clipbd.lib, Clipbd.lib.
drop	GetClipboardOwner	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	GetCommMask	Requirements name ?, Serdev.lib, Serdev.lib.
drop	GetCommModemStatus	Requirements name ?, Serdev.lib, Serdev.lib.
drop	GetCommProperties	Requirements name ?, Serdev.lib, Serdev.lib.
drop	GetCommState	Requirements name ?, Serdev.lib, Serdev.lib.
drop	GetCommTimeouts	Requirements name ?, Serdev.lib, Serdev.lib.
drop	GetCurrencyFormatW	Requirements name Coreloc.lib, Coreloc.lib.
drop	GetCursor	Requirements name ?, Cursor.lib
drop	GetCursorPos	Requirements name ?, Cursor.lib
drop	GetDateFormatW	Requirements name Coreloc.lib, Coreloc.lib.
drop	GetDesktopWindow	Requirements name ?
drop	GetDeviceInformationByDeviceHandle	Requirements name ?
drop	GetDeviceInformationByFileHandle	Requirements name ?
drop	GetDialogBaseUnits	Requirements name ?, Dlgmgr.lib, Dlgmgr.lib.
drop	GetDlgCtrlID	Requirements name ?, Dlgmgr.lib, Dlgmgr.lib.
drop	GetDlgItem	Requirements name ?, Dlgmgr.lib, Dlgmgr.lib.
drop	GetDlgItemInt	Requirements name ?, Dlgmgr.lib, Dlgmgr.lib.
drop	GetDlgItemTextW	Requirements name Dlgmgr.lib, Dlgmgr.lib.
drop	GetFocus	Requirements name ?, Caret.lib
drop	GetForegroundInfo	Requirements name ?, Linked
drop	GetForegroundKeyboardLayoutHandle	Requirements name ?, Linked
drop	GetForegroundKeyboardTarget	Requirements name ?, Linked
drop	GetForegroundWindow	Requirements name ?
drop	GetGestureExtraArguments	Requirements name TouchGesture.lib
drop	GetGestureInfo	Requirements name TouchGesture.lib
drop	GetIconInfo	Requirements name Icon.lib, Icon.lib.
drop	GetKeyState	Requirements name ?, Kbdui.lib, Kbdui.lib.
drop	GetKeyboardLayout	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	GetKeyboardLayoutNameW	Requirements name Kbdui.lib, Kbdui.lib.
drop	GetKeyboardStatus	Requirements name ?, Kbdui.lib, Kbdui.lib.
drop	GetLocaleInfoW	Requirements name Coreloc.lib, Coreloc.lib.
drop	GetMenuItemInfoW	Requirements name Menu.lib, Menu.lib.
drop	GetNextDlgGroupItem	Requirements name ?, Dlgmgr.lib, Dlgmgr.lib.
drop	GetNextDlgTabItem	Requirements name ?, Dlgmgr.lib, Dlgmgr.lib.
drop	GetNumberFormatW	Requirements name Coreloc.lib, Coreloc.lib.
drop	GetOEMCP	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	GetOpenClipboardWindow	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	GetOpenFileNameW	Requirements name Fileopen.lib, Fileopen.lib.
drop	GetParent	Requirements name ?
drop	GetPartitionInfo	Requirements name Storeapi.lib
drop	GetPasswordActive	Requirements name ?
drop	GetPriorityClipboardFormat	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	GetProcessHeap	Requirements name ?, Lmem.lib, Lmem.lib.
drop	GetSaveFileNameW	Requirements name Fileopen.lib, Fileopen.lib.
drop	GetScrollInfo	Requirements name ?, Sbcmn.lib, Sbcmn.lib.
drop	GetStoreInfo	Requirements name Storeapi.lib
drop	GetStringTypeExW	Requirements name Coreloc.lib, Coreloc.lib.
drop	GetSubMenu	Requirements name ?, Menu.lib, Menu.lib.
drop	GetSysColor	Requirements name ?, Wmgr_c.lib, Wmgr_c.lib.
drop	GetSystemDefaultLCID	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	GetSystemDefaultLangID	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	GetSystemDefaultUILanguage	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	GetSystemMetrics	Requirements name ?, Wmbase.lib, Wmbase.lib.
drop	GetTimeFormatW	Requirements name Coreloc.lib, Coreloc.lib.
drop	GetUserDefaultLCID	Requirements name ?, Coreloc.lib, Coreloc.lib.
