# action	name	note
drop	GetUserDefaultLangID	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	GetUserDefaultUILanguage	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	GetWindow	Requirements name ?
drop	GetWindowAutoGesture	Requirements name ?
drop	GetWindowLongW	Requirements name ?
drop	GetWindowRect	Requirements name ?
drop	GetWindowTextLengthW	Requirements name ?
drop	GetWindowTextW	Requirements name ?
drop	GetWindowThreadProcessId	Requirements name ?
drop	HideCaret	Requirements name ?, Caret.lib, Caret.lib.
drop	ImageList_Add	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_AddMasked	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_BeginDrag	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_Copy	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_Create	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_Destroy	Requirements name ?
drop	ImageList_DragEnter	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_DragLeave	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_DragMove	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_DragShowNolock	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_Draw	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_DrawEx	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_DrawIndirect	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_Duplicate	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_EndDrag	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_GetBkColor	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_GetDragImage	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_GetIcon	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_GetIconSize	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_GetImageCount	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_GetImageInfo	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_LoadImage	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_Merge	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_Remove	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_Replace	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_ReplaceIcon	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_SetBkColor	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_SetDragCursorImage	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_SetIconSize	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_SetImageCount	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImageList_SetOverlayImage	Requirements name ?, Commctrl.lib, commctrl.lib
drop	ImmAssociateContext	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmAssociateContextEx	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmConfigureIMEW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmCreateContext	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmCreateIMCC	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmDestroyContext	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmDestroyIMCC	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmDisableIME	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmEnumRegisterWordW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmEscapeW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmGenerateMessage	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetCandidateListCountW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmGetCandidateListW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmGetCandidateWindow	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetCompositionFontW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmGetCompositionStringW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmGetCompositionWindow	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetContext	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetConversionListW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmGetConversionStatus	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetDefaultIMEWnd	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetDescriptionW	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetGuideLineW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmGetHotKey	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetIMCCLockCount	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetIMCCSize	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetIMCLockCount	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetIMEFileNameW	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetImeMenuItemsW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmGetOpenStatus	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetProperty	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetRegisterWordStyleW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmGetStatusWindowPos	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmGetVirtualKey	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmIsIME	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmIsUIMessageW	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmLockIMC	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmLockIMCC	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmNotifyIME	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmReSizeIMCC	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmRegisterWordW	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmReleaseContext	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmSIPanelState	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmSetCandidateWindow	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmSetCompositionFontW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmSetCompositionStringW	Requirements name Coreimm.lib, Coreimm.lib.
drop	ImmSetCompositionWindow	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmSetConversionStatus	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmSetHotKey	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmSetOpenStatus	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmSetStatusWindowPos	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmSimulateHotKey	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmUnlockIMC	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmUnlockIMCC	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	ImmUnregisterWordW	Requirements name ?, Coreimm.lib, Coreimm.lib.
drop	InflateRect	Requirements name ?, Rectapi.lib, Rectapi.lib.
drop	InitializeCriticalSection	Requirements name ?, Coremain.lib, Coremain.lib.
drop	InsertMenuW	Requirements name Menu.lib, Menu.lib.
drop	IntersectRect	Requirements name ?, Rectapi.lib, Rectapi.lib.
keep	IsAPIReady	doc-derived (ms885686(v=msdn.10))
drop	IsChild	Requirements name ?
drop	IsClipboardFormatAvailable	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	IsDialogMessageW	Requirements name Dlgmgr.lib, Dlgmgr.lib.
keep	IsProcessorFeaturePresent	doc-derived (ms886726)
drop	IsRectEmpty	Requirements name ?, Rectapi.lib, Rectapi.lib.
drop	IsValidCodePage	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	IsValidLocale	Requirements name ?, Coreloc.lib, Coreloc.lib.
drop	IsWindow	Requirements name ?
drop	IsWindowEnabled	Requirements name ?, Wmgr_c.lib, Wmgr_c.lib.
drop	IsWindowVisible	Requirements name ?
drop	KillTimer	Requirements name ?
drop	LASSClose	Requirements name ?
drop	LASSGetResult	Requirements name ?
drop	LASSGetValue	Requirements name ?
drop	LCMapStringW	Requirements name Coreloc.lib, Coreloc.lib.
drop	LeaveCriticalSection	Requirements name ?, Coremain.lib, Coremain.lib.
drop	LoadAcceleratorsW	Requirements name Accel.lib, Accel.lib.
drop	LoadAnimatedCursor	Requirements name Cursor.lib
drop	LoadBitmapW	Requirements name Loadbmp.lib, Loadbmp.lib.
drop	LoadCursorW	Requirements name Cursor.lib
drop	LoadFSDEx	Requirements name ?, Device.lib, Device.lib.
drop	LoadIconW	Requirements name Icon.lib, Icon.lib.
drop	LoadImageW	Requirements name Loadimg.lib, Loadimg.lib.
drop	LoadMenuW	Requirements name Menu.lib, Menu.lib.
drop	LoadStringW	Requirements name Loadstr.lib, Loadstr.lib.
drop	MapDialogRect	Requirements name ?, Dlgmgr.lib, Dlgmgr.lib.
drop	MapVirtualKeyW	Requirements name Kbdui.lib, Kbdui.lib.
drop	MessageBeep	Requirements name ?, Msgbeep.lib, Msgbeep.lib.
drop	MessageBoxW	Requirements name Msgbox.lib, Msgbox.lib.
drop	MountPartition	Requirements name Storeapi.lib
drop	MoveWindow	Requirements name ?
drop	MsgWaitForMultipleObjectsEx	Requirements name ?, Msgque.lib, Msgque.lib.
drop	MulDiv	Requirements name ?
drop	NKDbgPrintfW	Requirements name None, none
keep	NLedGetDeviceInfo	doc-derived (ms905318)
keep	NLedSetDevice	doc-derived (ms905321)
drop	OffsetRect	Requirements name ?, Rectapi.lib, Rectapi.lib.
drop	OpenClipboard	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	OpenPartition	Requirements name Storeapi.lib
drop	OpenStore	Requirements name Storeapi.lib
drop	OutputDebugStringW	Requirements name Nk.lib, Nk.lib.
drop	PostKeybdMessage	Requirements name ?, Kbdui.lib, Kbdui.lib.
drop	PtInRect	Requirements name ?, Rectapi.lib, Rectapi.lib.
drop	PurgeComm	Requirements name ?, Serdev.lib, Serdev.lib.
drop	QueryGestures	Requirements name TouchGesture.lib
keep	QueryInfoSession	doc-derived (ms886786)
drop	ReadRegistryFromOEM	Requirements name ?, Nk.lib., OEMMain.lib
drop	RegisterClassW	Requirements name ?
drop	RegisterClipboardFormatW	Requirements name Clipbd.lib, Clipbd.lib.
drop	RegisterDbgZones	Requirements name None, none
drop	RegisterDesktop	Requirements name ?
drop	RegisterDirectMethods	Requirements name ?
keep	RegisterEditor	doc-derived (ms886796)
drop	RegisterGesture	Requirements name TouchGesture.lib
drop	RegisterHotKey	Requirements name ?, Hotkey.lib, Hotkey.lib.
drop	RegisterTaskBar	Requirements name ?
drop	RegisterTaskBarEx	Requirements name ?
drop	RegistryBatchNotification	Requirements name aygshell.lib
drop	RegistryCloseNotification	Requirements name aygshell.lib
drop	RegistryDeleteValue	Requirements name aygshell.lib
drop	RegistryGetDWORD	Requirements name aygshell.lib
drop	RegistryGetString	Requirements name aygshell.lib
drop	RegistryNotifyApp	Requirements name aygshell.lib
drop	RegistryNotifyCallback	Requirements name aygshell.lib
drop	RegistryNotifyMsgQueue	Requirements name aygshell.lib
drop	RegistryNotifyWindow	Requirements name aygshell.lib
drop	RegistrySetDWORD	Requirements name aygshell.lib
drop	RegistrySetString	Requirements name aygshell.lib
drop	RegistryStopNotification	Requirements name aygshell.lib
drop	RegistryTestExchangeDWORD	Requirements name aygshell.lib
drop	ReleaseMutex	Requirements name ?, Nk.lib, Nk.lib.
drop	RemoveMenu	Requirements name ?, Menu.lib, Menu.lib.
drop	RenamePartition	Requirements name Storeapi.lib
drop	ResourceDestroyList	Requirements name ?
drop	ResourceMarkAsShareable	Requirements name ?
drop	ResourceRequestEx	Requirements name ?
drop	SHGetFileInfo	Requirements name ?
drop	SHShowOutOfMemory	Requirements name ?, Shmisc.lib, Shmisc.lib.
drop	SendDlgItemMessageW	Requirements name Dlgmgr.lib, Dlgmgr.lib.
drop	SendInput	Requirements name ?, Uibase.lib, Wmgr_c.lib
drop	SetAbortProc	Requirements name ?, Mgprint.lib, Mgprint.lib.
drop	SetActiveWindow	Requirements name ?, Caret.lib, Caret.lib.
drop	SetCaretBlinkTime	Requirements name ?, Caret.lib, Caret.lib.
drop	SetCaretPos	Requirements name ?, Caret.lib, Caret.lib.
drop	SetClassLong	Requirements name ?
drop	SetClassLongW	Requirements name ?
drop	SetClipboardData	Requirements name ?, Clipbd.lib, Clipbd.lib.
drop	SetCommBreak	Requirements name ?, Serdev.lib, Serdev.lib.
drop	SetCommMask	Requirements name ?, Serdev.lib, Serdev.lib.
drop	SetCommState	Requirements name ?, Serdev.lib, Serdev.lib.
drop	SetCommTimeouts	Requirements name ?, Serdev.lib, Serdev.lib.
drop	SetCursor	Requirements name ?, Cursor.lib
drop	SetCursorPos	Requirements name ?, Cursor.lib
drop	SetDlgItemInt	Requirements name ?, Dlgmgr.lib, Dlgmgr.lib.
drop	SetDlgItemTextW	Requirements name Dlgmgr.lib, Dlgmgr.lib.
drop	SetFocus	Requirements name ?, Caret.lib
drop	SetForegroundWindow	Requirements name ?
drop	SetLocaleInfoW	Requirements name Coreloc.lib, Coreloc.lib.
drop	SetMenuItemInfoW	Requirements name Menu.lib, Menu.lib.
drop	SetParent	Requirements name ?
drop	SetPartitionAttributes	Requirements name Storeapi.lib
drop	SetPassword	Requirements name ?
drop	SetPasswordActive	Requirements name ?
drop	SetRect	Requirements name ?, Rectapi.lib, Rectapi.lib.
drop	SetRectEmpty	Requirements name ?, Rectapi.lib, Rectapi.lib.
drop	SetScrollInfo	Requirements name ?, Sbcmn.lib, Sbcmn.lib.
drop	SetScrollPos	Requirements name ?, Sbcmn.lib, Sbcmn.lib.
drop	SetScrollRange	Requirements name ?, Sbcmn.lib, Sbcmn.lib.
drop	SetSysColors	Requirements name ?, Winmgr.lib, Winmgr.lib.
drop	SetThreadContext	Requirements name ?, Nk.lib, Nk.lib.
drop	SetTimer	Requirements name ?
drop	SetUserDefaultLCID	Requirements name Coreloc.lib, Coreloc.lib.
drop	SetUserDefaultUILanguage	Requirements name Coreloc.lib, Coreloc.lib.
drop	SetWindowAutoGesture	Requirements name ?
drop	SetWindowLongW	Requirements name ?
drop	SetWindowPos	Requirements name ?
drop	SetWindowRgn	Requirements name ?, Winmgr.lib, Winmgr.lib.
drop	SetWindowTextW	Requirements name ?
drop	SetupComm	Requirements name ?, Serdev.lib, Serdev.lib.
drop	Shell_NotifyIcon	Requirements name ?
drop	ShowCaret	Requirements name ?, Caret.lib, Caret.lib.
drop	ShowCursor	Requirements name ?, Cursor.lib
drop	ShowWindow	Requirements name ?
drop	StartDocW	Requirements name Mgprint.lib, Mgprint.lib.
drop	StartPage	Requirements name ?, Mgprint.lib, Mgprint.lib.
drop	StringCbCatExW	Requirements name ?, strsafe.lib.
drop	StringCbCatNExW	Requirements name ?, strsafe.lib.
drop	StringCbCatNW	Requirements name ?, strsafe.lib.
drop	StringCbCatW	Requirements name ?, strsafe.lib.
drop	StringCbCopyExW	Requirements name ?, strsafe.lib.
drop	StringCbCopyNExW	Requirements name ?, strsafe.lib.
drop	StringCbCopyNW	Requirements name ?, strsafe.lib.
drop	StringCbCopyW	Requirements name ?, strsafe.lib.
keep	StringCbLengthW	doc-derived (ee479694(v=winembedded.60))
drop	StringCbPrintfExW	Requirements name ?, strsafe.lib.
drop	StringCbPrintfW	Requirements name ?, strsafe.lib.
drop	StringCbVPrintfExW	Requirements name ?, strsafe.lib.
drop	StringCbVPrintfW	Requirements name ?, strsafe.lib.
drop	StringCchCatExW	Requirements name ?, strsafe.lib.
drop	StringCchCatNExW	Requirements name ?, strsafe.lib.
drop	StringCchCatNW	Requirements name ?, strsafe.lib.
drop	StringCchCatW	Requirements name ?, strsafe.lib.
drop	StringCchCopyExW	Requirements name ?, strsafe.lib.
drop	StringCchCopyNExW	Requirements name ?, strsafe.lib.
drop	StringCchCopyNW	Requirements name ?, strsafe.lib.
drop	StringCchCopyW	Requirements name ?, strsafe.lib.
drop	StringCchLengthW	Requirements name ?, strsafe.lib.
drop	StringCchPrintfExW	Requirements name ?, strsafe.lib.
drop	StringCchPrintfW	Requirements name ?, strsafe.lib.
drop	StringCchVPrintfExW	Requirements name ?, strsafe.lib.
drop	StringCchVPrintfW	Requirements name ?, strsafe.lib.
drop	SubtractRect	Requirements name ?, Rectapi.lib, Rectapi.lib.
drop	SystemIdleTimerReset	Requirements name ?
keep	TimeoutSession	doc-derived (aa450941)
drop	TrackPopupMenuEx	Requirements name ?, Menu.lib, Menu.lib.
drop	TranslateAcceleratorW	Requirements name Accel.lib, Accel.lib.
drop	TransmitCommChar	Requirements name ?, Serdev.lib, Serdev.lib.
drop	UnionRect	Requirements name ?, Rectapi.lib, Rectapi.lib.
drop	UnregisterClassW	Requirements name ?
drop	UnregisterHotKey	Requirements name ?
drop	VerifyUserAsync	Requirements name ?
drop	WaitCommEvent	Requirements name ?, Serdev.lib, Serdev.lib.
keep	WaitForAPIReady	doc-derived (ee482994(v=winembedded.60))
drop	WaitForMultipleObjects	Requirements name ?, Nk.lib, Nk.lib.
drop	WindowFromPoint	Requirements name ?
drop	WriteProcessMemory	Requirements name ?, Nk.lib, Nk.lib.
drop	WriteRegistryToOEM	Requirements name ?, Nk.lib., OEMMain.lib
drop	_CountLeadingOnes	Requirements name ?
drop	_CountLeadingOnes64	Requirements name ?
drop	_CountLeadingSigns	Requirements name ?
drop	_CountLeadingSigns64	Requirements name ?
drop	_CountLeadingZeros	Requirements name ?
drop	_CountLeadingZeros64	Requirements name ?
drop	_CountOneBits	Requirements name ?
drop	_CountOneBits64	Requirements name ?
drop	_MulHigh	Requirements name ?
drop	_MulUnsignedHigh	Requirements name ?
drop	_byteswap_uint64	Requirements name ?
drop	_byteswap_ulong	Requirements name ?
drop	_byteswap_ushort	Requirements name ?
keep	_cabs	doc-derived (ms860481(v=msdn.10))
keep	_chgsign	doc-derived (ms860483(v=msdn.10))
keep	_copysign	doc-derived (ms860486(v=msdn.10))
keep	_ecvt	doc-derived (ms860488(v=msdn.10))
keep	_fcvt	doc-derived (ms860490(v=msdn.10))
keep	_fileno	doc-derived (ms860492(v=msdn.10))
keep	_finite	doc-derived (ms860495(v=msdn.10))
keep	_flushall	doc-derived (ms860498(v=msdn.10))
keep	_fpclass	doc-derived (ms860506(v=msdn.10))
keep	_fpieee_flt	doc-derived (ms860509(v=msdn.10))
keep	_fpreset	doc-derived (ms860513(v=msdn.10))
keep	_gcvt	doc-derived (ms860516(v=msdn.10))
keep	_hypot	doc-derived (ms860519(v=msdn.10))
keep	_isnan	doc-derived (ms860526(v=msdn.10))
drop	_isunordered	Requirements name ?
drop	_isunorderedf	Requirements name ?
keep	_logb	doc-derived (ms860535(v=msdn.10))
keep	_memccpy	doc-derived (ms860546(v=msdn.10))
keep	_memicmp	doc-derived (ms860871(v=msdn.10))
keep	_msize	doc-derived (ms860937(v=msdn.10))
keep	_nextafter	doc-derived (ms861004(v=msdn.10))
keep	_scalb	doc-derived (ms861134(v=msdn.10))
keep	_setmode	doc-derived (ms861138(v=msdn.10))
keep	_statusfp	doc-derived (ms861151(v=msdn.10))
keep	_swab	doc-derived (ms861247(v=msdn.10))
keep	_wfdopen	doc-derived (ms861280(v=msdn.10))
keep	abs	doc-derived (ms859602(v=msdn.10))
keep	acos	doc-derived (ms859603(v=msdn.10))
keep	asin	doc-derived (ms859604(v=msdn.10))
drop	atoi	Requirements name ?, requirements
keep	calloc	doc-derived (ms859607(v=msdn.10))
keep	ceil	doc-derived (ms859608(v=msdn.10))
keep	clearerr	doc-derived (ms859609(v=msdn.10))
keep	div	doc-derived (ms859616(v=msdn.10))
keep	exp	doc-derived (ms859618(v=msdn.10))
keep	fabs	doc-derived (ms859619(v=msdn.10))
keep	feof	doc-derived (ms859621(v=msdn.10))
keep	ferror	doc-derived (ms859622(v=msdn.10))
keep	fflush	doc-derived (ms859623(v=msdn.10))
keep	fgetpos	doc-derived (ms859625(v=msdn.10))
keep	floor	doc-derived (ms859629(v=msdn.10))
keep	fmod	doc-derived (ms859630(v=msdn.10))
keep	fread	doc-derived (ms859637(v=msdn.10))
keep	free	doc-derived (ms859638(v=msdn.10))
keep	frexp	doc-derived (ms859639(v=msdn.10))
keep	fseek	doc-derived (ms859641(v=msdn.10))
keep	fsetpos	doc-derived (ms859643(v=msdn.10))
keep	ftell	doc-derived (ms859644(v=msdn.10))
keep	fwrite	doc-derived (ms859645(v=msdn.10))
drop	keybd_event	Requirements name ?, Uibase.lib, Uibase.lib.
keep	labs	doc-derived (ms859660(v=msdn.10))
keep	ldexp	doc-derived (ms859661(v=msdn.10))
keep	ldiv	doc-derived (ms859662(v=msdn.10))
keep	longjmp	doc-derived (ms859664(v=msdn.10))
keep	malloc	doc-derived (ms859665(v=msdn.10))
keep	mbstowcs	doc-derived (ms859667(v=msdn.10))
keep	memmove	doc-derived (ms859671(v=msdn.10))
keep	modf	doc-derived (ms859743(v=msdn.10))
keep	pow	doc-derived (ms859860(v=msdn.10))
keep	qsort	doc-derived (ms860352(v=msdn.10))
keep	rand	doc-derived (ms860353(v=msdn.10))
keep	realloc	doc-derived (ms860357(v=msdn.10))
keep	setjmp	doc-derived (ms860366(v=msdn.10))
keep	setvbuf	doc-derived (ms860368(v=msdn.10))
keep	sqrt	doc-derived (ms860375(v=msdn.10))
keep	srand	doc-derived (ms860377(v=msdn.10))
keep	towlower	doc-derived (ms860473(v=msdn.10))
keep	towupper	doc-derived (ms860474(v=msdn.10))
keep	wcstombs	doc-derived (ms861432(v=msdn.10))
drop	wsprintfW	Requirements name Coreloc.lib, Coreloc.lib.
drop	wvsprintfW	Requirements name Coreloc.lib, Coreloc.lib.
add	CeGetCacheInfo	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSetMemoryAttributes	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcClose	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcDelete	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcDeleteVal	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcEnumProfiles	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcGetBinary	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcGetDword	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcGetString	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcOpen	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcOpenEx	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcSetBinary	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcSetDword	doc-derived (APILocation=Coredll.lib); was missing from the def
add	CeSvcSetString	doc-derived (APILocation=Coredll.lib); was missing from the def
add	DrWatsonClear	doc-derived (APILocation=Coredll.lib); was missing from the def
add	DrWatsonFlush	doc-derived (APILocation=Coredll.lib); was missing from the def
add	DrWatsonGetSize	doc-derived (APILocation=Coredll.lib); was missing from the def
add	DrWatsonReadData	doc-derived (APILocation=Coredll.lib); was missing from the def
add	DrWatsonWriteData	doc-derived (APILocation=Coredll.lib); was missing from the def
add	SecureZeroMemory	doc-derived (APILocation=Coredll.lib); was missing from the def
drop	??0exception@std@@QAA@ABV01@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??0exception@std@@QAA@PBD@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??0exception@std@@QAA@XZ	dump-tier only; no official page names it as a Coredll.lib export
drop	??0exception@std@@QAE@ABV01@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??0exception@std@@QAE@PBD@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??0exception@std@@QAE@XZ	dump-tier only; no official page names it as a Coredll.lib export
drop	??0type_info@@AAA@ABV0@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??0type_info@@AAE@ABV0@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??1exception@std@@UAA@XZ	dump-tier only; no official page names it as a Coredll.lib export
drop	??1exception@std@@UAE@XZ	dump-tier only; no official page names it as a Coredll.lib export
drop	??1type_info@@UAA@XZ	dump-tier only; no official page names it as a Coredll.lib export
drop	??1type_info@@UAE@XZ	dump-tier only; no official page names it as a Coredll.lib export
drop	??2@YAPAXI@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??2@YAPAXIABUnothrow_t@std@@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??3@YAXPAX@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??3@YAXPAXABUnothrow_t@std@@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??4exception@std@@QAAAAV01@ABV01@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??4exception@std@@QAEAAV01@ABV01@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??4type_info@@AAAAAV0@ABV0@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??4type_info@@AAEAAV0@ABV0@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??8type_info@@QBAHABV0@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??8type_info@@QBEHABV0@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??9type_info@@QBAHABV0@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??9type_info@@QBEHABV0@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??_7exception@std@@6B@	dump-tier only; no official page names it as a Coredll.lib export
drop	??_7type_info@@6B@	dump-tier only; no official page names it as a Coredll.lib export
drop	??_L@YAXPAXIHP6AX0@Z1@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??_L@YGXPAXIHP6EX0@Z1@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??_M@YAXPAXIHP6AX0@Z@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??_M@YGXPAXIHP6EX0@Z@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??_N@YAXPAXIHP6AX0@Z1@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??_N@YGXPAXIHP6EX0@Z1@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??_U@YAPAXI@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??_U@YAPAXIABUnothrow_t@std@@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??_V@YAXPAX@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??_V@YAXPAXABUnothrow_t@std@@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??__C@YAXPAX0IHP6AX00@ZP6AX0@Z@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??__C@YGXPAX0IHP6EX00@ZP6EX0@Z@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??__D@YAXPAX0IHP6AX00@ZP6AX0@Z@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	??__D@YGXPAX0IHP6EX00@ZP6EX0@Z@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	?CloseEnhMetaFile@@YAPAUHENHMETAFILE__@@PAUHDC__@@@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	?CreateEnhMetaFileW@@YAPAUHDC__@@PAU1@PBGPBUtagRECT@@1@Z	dump-tier only; no official page names it as a Coredll.lib export
drop	?DefaultImcGet@@YAKXZ	dump-tier only; no official page names it as a Coredll.lib export
