DrvAnyBlt	Windows CE 1.0 and later.	aa447731.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvBitBlt	Windows CE 1.0 and later.	aa447732.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DRV_CLOSE	Windows CE 1.0 and later.	aa447733.html	Msacmdrv.h	
DrvCopyBits	Windows CE 1.0 and later.	aa447734.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvCreateDeviceBitmap	Windows CE 1.0 and later.	aa447735.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvDeleteDeviceBitmap	Windows CE 1.0 and later.	aa447736.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvDisableDriver	Windows CE 1.0 and later.	aa447737.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvDisablePDEV	Windows CE 1.0 and later.	aa447738.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvDisableSurface	Windows CE 1.0 and later.	aa447739.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DRVENABLEDATA	Windows CE 1.0 and later.	aa447740.html	Winddi.h	
DrvEnableDriver	Windows CE 1.0 and later.	aa447741.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvEnablePDEV	Windows CE 1.0 and later.	aa447742.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvEnableSurface	Windows CE 1.0 and later.	aa447743.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvEndDoc	Windows CE 1.0 and later.	aa447744.html	Winddi.h	
DrvEscape	Windows CE 1.0 and later.	aa447745.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvFillPath	Windows CE 1.0 and later.	aa447746.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvGetMasks	Windows CE 1.0 and later.	aa447747.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvGetModes	Windows CE 1.0 and later.	aa447748.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvGradientFill	Windows CE .NET 4.2 and later.	aa447749.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvMovePointer	Windows CE 1.0 and later.	aa447750.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DRV_OPEN	Windows CE 1.0 and later.	aa447751.html	Msacmdrv.h	
DrvPaint	Windows CE 1.0 and later.	aa447752.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvPowerHandler	Windows CE 1.0 and later.	aa447753.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvRealizeBrush	Windows CE 1.0 and later.	aa447754.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvRealizeColor	Windows CE 1.0 and later.	aa447755.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvSetPalette	Windows CE 1.0 and later.	aa447756.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvSetPointerShape	Windows CE 1.0 and later.	aa447757.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvStartDoc	Windows CE 1.0 and later.	aa447758.html	Winddi.h	
DrvStartPage	Windows CE 1.0 and later.	aa447759.html	Winddi.h	
DrvStrokePath	Windows CE 1.0 and later.	aa447760.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvTransparentBlt	Windows CE 1.0 and later.	aa447761.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DrvUnrealizeColor	Windows CE 1.0 and later.	aa447762.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
DVD_REGIONCE	Windows CE 5.0 and later.	aa447763.html	Dvdioctl.h	
EDDGPEPixelFormat	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447764.html	Ddgpe.h	Ddgpe.lib
EDDGPEPixelFormatToEGPEFormat	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447765.html	Ddgpe.h	Ddgpe.lib
EDVDAspectRatioMode	Windows CE .NET 4.0 and later.	aa447766.html		
EDVDAudioFreq	Windows CE .NET 4.0 and later.	aa447767.html		
EDVDAudioStreamType	Windows CE .NET 4.0 and later.	aa447768.html		
EDVDDisplayAspectRatio	Windows CE .NET 4.0 and later.	aa447769.html		
EDVDLpcmQuantization	Windows CE .NET 4.0 and later.	aa447780.html		
EDVDSyncEventType	Windows CE .NET 4.0 and later.	aa447781.html		
EGPEFormatToEDDGPEPixelFormat	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447782.html	Ddgpe.h	Ddgpe.lib
EHighlightAction	Windows CE .NET 4.0 and later.	aa447783.html		
ENGCALLBACKS	Windows CE 1.0 and later.	aa447784.html	Winddi.h	
EngCreateDeviceBitmap	Windows CE 1.0 and later.	aa447785.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
EngCreateDeviceSurface	Windows CE 1.0 and later.	aa447786.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
EngCreatePalette	Windows CE 1.0 and later.	aa447787.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
EngDeleteSurface	Windows CE 1.0 and later.	aa447788.html	Winddi.h	Ddi_ati_lib.lib;Ddi_flat_lib.lib;Ddi_gx_lib.lib;Ddi_mq200_lib.lib;Ddi_nop_lib.lib;Ddi_rflat_lib.lib;Ddi_rgx_lib.lib;Ddi_tvia5_lib.lib
EnumCard	Windows CE 5.0 and later	aa447789.html	Cardsv2.h	Pcc_serv.dll
EnumDeviceInterfaces	Windows CE 5.0 and later.	aa447790.html	Winbase.h	
EnumDevices	Windows CE 1.0 and later.	aa447791.html	Devload.h	Coredll.lib
EnumPnpIds	Windows CE 1.0 and later.	aa447792.html	Devload.h	Coredll.lib
EnumSocket	Windows CE 5.0 and later	aa447793.html	Cardsv2.h	Pcc_serv.dll
enumTouchPanelSampleFlags	Windows CE 1.0 and later.	aa447794.html	Tchddi.h	
ErrorAnalysis	Windows CE 1.0 and later.	aa447795.html		Tch_cal.lib
ETH_COPY_NETWORK_ADDRESS	Windows CE .NET 4.0 and later.	aa447796.html	Ndis.h	
FindFirstDevice	Windows CE 5.0 and later.	aa447798.html	Winbase.h	
LPFIND_INTERFACE	Windows CE 2.10 and later.	aa447799.html	Usbdi.h	
FindNextDevice	Windows CE 5.0 and later.	aa447800.html	Winbase.h	
FlashInfo	Windows CE .NET 4.2 and later.	aa447801.html	Fmd.h	
Flip	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447806.html	Ddrawi.h	
LPDDHAL_FLIPTOGDISURFACE	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447807.html	Ddrawi.h	
FlipVideoPort	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447808.html	Ddrawi.h	
FMD_Deinit	Windows CE .NET 4.2 and later.	aa447809.html	Fmd.h	
FMD_EraseBlock	Windows CE .NET 4.2 and later.	aa447810.html	Fmd.h	
FMD_GetBlockStatus	Windows CE .NET 4.2 and later.	aa447811.html	Fmd.h	
FMD_GetInfo	Windows CE .NET 4.2 and later.	aa447812.html	Fmd.h	
FMD_Init	Windows CE .NET 4.2 and later.	aa447813.html	Fmd.h	
FMDInterface	Windows CE .NET 4.2 and later.	aa447814.html	Fmd.h	
FMD_OEMIoControl	Windows CE .NET 4.2 and later.	aa447815.html	Fmd.h	
FMD_PowerDown	Windows CE .NET 4.2 and later.	aa447816.html	Fmd.h	
FMD_PowerUp	Windows CE .NET 4.2 and later.	aa447817.html	Fmd.h	
FMD_ReadSector	Windows CE .NET 4.2 and later.	aa447818.html	Fmd.h	
FMD_SetBlockStatus	Windows CE .NET 4.2 and later.	aa447819.html	Fmd.h	
FMD_WriteSector	Windows CE .NET 4.2 and later.	aa447820.html	Fmd.h	
GDIINFO	Windows CE 2.12 and later.	aa447821.html	Wingdi.h	
GetAvailDriverMemory	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447822.html	Ddrawi.h	
GetBltStatus	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447823.html	Ddrawi.h	
GetBusNamePrefix	Windows CE 5.0 and later.	aa447824.html	CEDDK.h	
GetChildDeviceRemoveState	Windows CE 5.0 and later.	aa447825.html	CEDDK.h	
LPGET_DESCRIPTOR	Windows CE 2.10 and later.	aa447826.html	Usbdi.h	
GetDeviceConfigurationData	Windows CE 5.0 and later.	aa447827.html	CEDDK.h	
LPGET_DEVICE_INFO	Windows CE 2.10 and later.	aa447828.html	Usbdi.h	
GetDeviceInformationByDeviceHandle	Windows CE 5.0 and later.	aa447829.html	Winbase.h	
GetDeviceInformationByFileHandle	Windows CE 5.0 and later.	aa447830.html	Winbase.h	
GetDevicePower	Windows CE .NET 4.0 and later.	aa447831.html	Pm.h	Coredll.lib
GetDevicePowerState	Windows CE 5.0 and later.	aa447832.html	CEDDK.h	
GetDriverInfo	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447833.html	Ddrawi.h	
GetFlipStatus	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447834.html	Ddrawi.h	
LPGET_FRAME_LENGTH	Windows CE 2.10 and later.	aa447835.html	Usbdi.h	
LPGET_FRAME_NUMBER	Windows CE 2.10 and later.	aa447836.html	Usbdi.h	
GetGPE	Windows CE 1.0 and later.	aa447837.html	Gpe.h	Gpe_lib.lib
GetHandler	Windows CE .NET 4.0 and later.	aa447838.html	RndisMini.h	
GetHeapAlignment	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447839.html	Ddrawi.h	
MediaSpecificInformation	Windows CE .NET 4.0 and later.	aa447840.html	Ndis.h	
MiniportCancelSendPackets	Windows CE .NET 4.0 and later.	aa447841.html	Externs.h	
MiniportCheckForHang	Windows CE .NET 4.0 and later.	aa447842.html	Externs.h	
MiniportDisableInterrupt	Windows CE .NET 4.0 and later.	aa447843.html	Externs.h	
MiniportEnableInterrupt	Windows CE .NET 4.0 and later.	aa447844.html	Externs.h	
MiniportHalt	Windows CE .NET 4.0 and later.	aa447845.html	Externs.h	
MiniportHandleInterrupt	Windows CE .NET 4.0 and later.	aa447846.html	Externs.h	
MiniportInitialize	Windows CE .NET 4.0 and later.	aa447847.html	Externs.h	
MiniportISR	Windows CE .NET 4.0 and later.	aa447848.html	Externs.h	
MiniportQueryInformation	Windows CE .NET 4.0 and later.	aa447849.html	Externs.h	
MiniportReconfigure	Windows CE .NET 4.0 and later.	aa447850.html	Externs.h	
