header	name	page	os_versions	min	max	guard
include/Excpt.h	GetExceptionCode	ms885620	Windows CE 1.0 and later.	0x0100		
include/Excpt.h	GetExceptionInformation	ms885621	Windows CE 1.0 and later.	0x0100		
include/Externs.h	MiniportCancelSendPackets	aa447841	Windows CE .NET 4.0 and later.	0x0400		
include/Externs.h	MiniportHandleInterrupt	aa447846	Windows CE .NET 4.0 and later.	0x0400		
include/Externs.h	MiniportWanSend	aa447860	Windows CE .NET 4.0 and later.	0x0400		
include/Extfile.h	_FILECHANGEINFO	ms889030	Windows CE 2.10 and later.	0x0210		
include/Extfile.h	LPCFILECHANGEINFO	ms891992	Windows CE 2.10 and later.	0x0210		
include/Fwapi.h	_FIREWALL_LOG_ENTRY	ms885685	Windows CE 3.0 and later.	0x0300		
include/Gcacheview.hpp	ComputeMinWindowSize	ms905246	Windows CE .NET 4.0 and later.	0x0400		
include/Gcacheview.hpp	GWECacheSetSysColors	ms905251	Windows CE .NET 4.0 and later.	0x0400		
include/Gcacheview.hpp	Init	ms905258	Windows CE .NET 4.0 and later.	0x0400		
include/Gcacheview.hpp	SystemMetrics	ms905266	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	AbortDoc_I	ms905537	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	AddFontResourceW_I	ms905538	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	BitBlt_I	ms905539	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CeRemoveFontResource_I	ms905540	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CombineRgn_I	ms905541	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreateBitmap_I	ms905542	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreateCompatibleBitmap_I	ms905543	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreateCompatibleDC_I	ms905544	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreateDCW_I	ms905545	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreateDIBPatternBrushPt_I	ms905546	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreateFontIndirectW_I	ms905547	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreatePalette_I	ms905548	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreatePatternBrush_I	ms905549	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreatePenIndirect_I	ms905560	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreatePen_I	ms905561	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreatePermanentDIBSection	ms905562	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreateRectRgnIndirect_I	ms905563	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreateRectRgn_I	ms905564	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	CreateSolidBrush_I	ms905565	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	DeleteDC_I	ms905566	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	DeleteObject_I	ms905567	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	DibByteWidth	ms905568	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	DibSize	ms905569	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	DrawEdge_I	ms905570	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	DrawFocusRect_I	ms905571	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	DrawTextW_I	ms905572	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	Ellipse_I	ms905573	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	EnableEUDC_I	ms905574	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	EndDoc_I	ms905575	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	EndPage_I	ms905576	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	EnumFontFamiliesW_I	ms905578	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	EnumFontsW_I	ms905579	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	ExcludeClipRect_I	ms905580	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	ExtEscape_I	ms905581	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	ExtTextOutW_I	ms905582	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	FillRect_I	ms905583	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	FillRgn_I	ms905584	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetBkColor_I	ms905586	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetBkMode_I	ms905587	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetClipBox_I	ms905588	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetClipRgn_I	ms905589	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetCurrentObject_I	ms905590	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetDeviceCaps_I	ms905591	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetMonitorInfo_I	ms905592	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetNearestColor_I	ms905593	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetNearestPaletteIndex_I	ms905594	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetObjectType_I	ms905595	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetObjectW_I	ms905596	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetPaletteEntries_I	ms905597	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetPixel_I	ms905598	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetRegionData_I	ms905599	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetRgnBox_I	ms905600	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetSysColorBrush_I	ms905601	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetSystemPaletteEntries_I	ms905602	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetTextColor_I	ms905603	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetTextExtentExPointW_I	ms905604	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	GetTextFaceW_I	ms905605	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	IntersectClipRect_I	ms905607	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	InvertRect_I	ms905608	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	MaskBlt_I	ms905609	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	MonitorFromPoint_I	ms905610	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	MonitorFromRect_I	ms905611	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	MonitorFromWindow_I	ms905612	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	OffsetRgn_I	ms905613	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	PatBlt_I	ms905614	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	Polygon_I	ms905615	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	Polyline_I	ms905616	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	PtInRegion_I	ms905617	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	RealizePalette_I	ms905618	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	Rectangle_I	ms905619	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	RectInRegion_I	ms905620	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	RectVisible_I	ms905621	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	RemoveFontResourceW_I	ms905975	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	RestoreDC_I	ms906057	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	RoundRect_I	ms906065	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SaveDC_I	ms906066	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	ScrollDC_I	ms906067	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SelectClipRgn_I	ms906068	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SelectObject_I	ms906069	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SelectPalette_I	ms906070	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SetAbortProc_I	ms906071	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SetBkColor_I	ms906072	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SetBkMode_I	ms906073	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SetBrushOrgEx_I	ms906074	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SetPaletteEntries_I	ms906075	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SetPixel_I	ms906076	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SetRectRgn_I	ms906077	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SetROP2_I	ms906078	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SetTextColor_I	ms906079	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	SetViewportOrgEx_I	ms906080	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	StartDocW_I	ms906081	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	StartPage_I	ms906082	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	StretchBlt_I	ms906083	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	TranslateCharsetInfo_I	ms906084	Windows CE .NET 4.0 and later.	0x0400		
include/Gdi.hpp	TransparentImage_I	ms906085	Windows CE .NET 4.0 and later.	0x0400		
include/Gwebypasscoredllthunk.hpp	DestroyIcon_I	ms905519	Windows CE .NET 4.0 and later.	0x0400		
include/Gwebypasscoredllthunk.hpp	GetForegroundWindow_I	ms906086	Windows CE .NET 4.0 and later.	0x0400		
include/Gwebypasscoredllthunk.hpp	SendMessageW_I	ms919599	Windows CE .NET 4.0 and later.	0x0400		
include/Gwebypasscoredllthunk.hpp	SetForegroundWindow_I	ms919607	Windows CE .NET 4.0 and later.	0x0400		
include/Gwebypasscoredllthunk.hpp	CreateIconIndirect_I	ms905514	Windows CE .NET 4.0 and later.	0x0400		
include/Headerview.hpp	CalcOffset	ms906151	Windows CE .NET 4.0 and later.	0x0400		
include/Headerview.hpp	DrawButtonBorder	ms906152	Windows CE .NET 4.0 and later.	0x0400		
include/Headerview.hpp	Height	ms906153	Windows CE .NET 4.0 and later.	0x0400		
include/Httpext.h	_HSE_SEND_HEADER_EX_INFO	ms890323	Windows CE 3.0 and later.	0x0300		
include/Httpext.h	_HSE_URL_MAPEX_INFO	ms890321	Windows CE 3.0 and later.	0x0300		
include/Httpext.h	TerminateExtension	aa450965	Windows CE 3.0 and later.	0x0300		
include/Httpfilt.h	SF_REQ_TYPE	ms900577	Windows CE 3.0 and later.	0x0300		
include/Httpfilt.h	_HTTP_FILTER_CONTEXT	ms890327	Windows CE 3.0 and later.	0x0300		
include/Httpfilt.h	_HTTP_FILTER_PREPROC_HEADERS	ms900484	Windows CE 3.0 and later.	0x0300		
include/Httpfilt.h	HTTP_FILTER_SEND_RESPONSE	aa450402	Windows CE 3.0 and later.	0x0300		
include/Httpfilt.h	_HTTP_FILTER_ACCESS_DENIED	ms900474	Windows CE 3.0 and later.	0x0300		
include/Httpfilt.h	_HTTP_FILTER_AUTHENT	ms900477	Windows CE 3.0 and later.	0x0300		
include/Httpfilt.h	_HTTP_FILTER_LOG	ms900480	Windows CE 3.0 and later.	0x0300		
include/Httpfilt.h	_HTTP_FILTER_RAW_DATA	ms900487	Windows CE 3.0 and later.	0x0300		
include/Httpfilt.h	_HTTP_FILTER_URL_MAP	ms900491	Windows CE 3.0 and later.	0x0300		
include/Httpfilt.h	TerminateFilter	aa450967	Windows CE 3.0 and later.	0x0300		
include/IExchangeClient.h	ContactsSearchCriteria	ms863932	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/IExchangeClient.h	FreeBusyCriteria	aa515003	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/IExchangeClient.h	GALSearchCriteria	aa515013	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Iltiming.h	tILTIMING_MESSAGE	ms906156	Windows CE 3.0 and later.	0x0300		
include/Imaging.h	ARGB	ms925572	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	PixelFormat	ms932257	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	PixelFormatID	ms932258	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	ALPHA_SHIFT	ms932026	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	RED_SHIFT	ms932026	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	GREEN_SHIFT	ms932026	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	BLUE_SHIFT	ms932026	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	ALPHA_MASK	ms932026	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	tagBitmapData	ms925969	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	tagImageCodecInfo	aa452241	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	tagImageInfo	aa452243	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	tagColorPalette	ms926775	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	tagPropertyItem	ms932269	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	tagEncoderParameter	aa451679	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	tagEncoderParameters	aa451680	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	BufferDisposalFlag	ee491040		0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	DecoderInitFlag	aa451570	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	EncoderParameterValueType	aa451681	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	EncoderValue	aa451682	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	ImageCodecFlags	aa452239	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	ImageFlags	aa452242	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	ImageLockMode	aa452244	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	InterpolationHint	ee490849		0x0500		_WIN32_WCE >= 0x0500
include/Imaging.h	SinkFlags	ms932307	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Imjpskin.h	_MARGINS	ms906227	Windows CE .NET 4.2 and later.	0x0420		
include/Imm.h	HIMC	ms906003	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	HIMCC	ms905988	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	_CANDIDATEFORM	ms904636	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	LPCANDIDATEFORM	ms904636	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	tagCANDIDATEINFO	ms904637	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	_CANDIDATELIST	ms904638	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	LPCANDIDATELIST	ms904638	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	_COMPOSITIONFORM	ms904714	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	LPCOMPOSITIONFORM	ms904714	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	tagCOMPOSITIONSTR	ms904715	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	tagGUIDELINE	ms905340	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	tagRECONVERTSTRING	ms906231	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	PRECONVERTSTRING	ms906231	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	NPRECONVERTSTRING	ms906231	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	LPRECONVERTSTRING	ms906231	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	tagREGISTERWORD	ms906232	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	LPREGISTERWORD	ms906232	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	_STYLEBUF	ms906434	Windows CE .NET 4.0 and later.	0x0400		
include/Imm.h	LPSTYLEBUF	ms906434	Windows CE .NET 4.0 and later.	0x0400		
include/Interned.h	BeforeWindowOpen	aa451906	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Ipexport.h	PIP_ADAPTER_INDEX_MAP	ms891169	Windows CE 3.0 and later.	0x0300		
include/Ipexport.h	PIP_INTERFACE_INFO	ms891177	Windows CE 3.0 and later.	0x0300		
include/Ipexport.h	_IP_UNIDIRECTIONAL_ADAPTER_ADDRESS	aa450431	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	CreateIpForwardEntry	ms887916	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	DeleteIpForwardEntry	aa450325	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	SetIpForwardEntry	aa450922	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	CreateIpNetEntry	ms887917	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	DeleteIpNetEntry	aa450326	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	SetIpNetEntry	aa450924	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	CreateProxyArpEntry	ms887918	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	DeleteProxyArpEntry	aa450327	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	FlushIpNetTable	aa450382	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetAdaptersInfo	aa450394	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetAdaptersAddresses	aa450393	Windows CE .NET 4.1 and later.	0x0410		
include/Iphlpapi.h	GetAdapterIndex	aa450392	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetBestInterfaceEx	aa450397	Windows CE .NET 4.1 and later.	0x0410		
include/Iphlpapi.h	GetBestRoute	aa450398	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetFriendlyIfIndex	aa450401	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetIcmpStatistics	aa450406	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetIcmpStatisticsEx	aa450407	Windows CE .NET 4.1 and later.	0x0410		
include/Iphlpapi.h	GetIfEntry	aa450408	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetIfTable	aa450409	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetInterfaceInfo	aa450410	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetIpAddrTable	aa450411	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetIpForwardTable	aa450412	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetIpNetTable	aa450413	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetIpStatistics	aa450414	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetIpStatisticsEx	aa450415	Windows CE 3.1 and later.	0x0310		
include/Iphlpapi.h	GetNetworkParams	aa450417	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetNumberOfInterfaces	aa450418	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetPerAdapterInfo	aa450421	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetTcpStatistics	ms890306	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetTcpStatisticsEx	ms890307	Windows CE .NET 4.1 and later.	0x0410		
include/Iphlpapi.h	GetTcpTable	ms890308	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetUdpStatistics	ms890309	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetUdpStatisticsEx	ms890310	Windows CE .NET 4.1 and later.	0x0410		
include/Iphlpapi.h	GetUdpTable	ms890311	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	GetUniDirectionalAdapterInfo	ms890312	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	IpReleaseAddress	aa450426	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	IpRenewAddress	aa450427	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	NotifyAddrChange	ms895712	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	NotifyRouteChange	ms895720	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	SetIfEntry	aa450920	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	SetIpStatistics	aa450929	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	SetIpTTL	aa450931	Windows CE 3.0 and later.	0x0300		
include/Iphlpapi.h	SetTcpEntry	aa450937	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	_MIBICMPSTATS	ms894605	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	_MIB_IPADDRROW	ms894617	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	_MIB_IPFORWARDROW	ms894631	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	_MIB_IPSTATS	ms895076	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	_MIB_TCPROW	ms895081	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	_MIB_UDPROW	ms895094	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	PMIB_IFROW	ms895094	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	PMIB_IFTABLE	ms895094	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	PMIB_IPADDRTABLE	ms895094	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	PMIB_IPFORWARDTABLE	ms895094	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	PMIB_IPNETROW	ms895094	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	PMIB_IPNETTABLE	ms895094	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	PMIB_TCPTABLE	ms895094	Windows CE 3.0 and later.	0x0300		
include/Iprtrmib.h	PMIB_UDPTABLE	ms895094	Windows CE 3.0 and later.	0x0300		
include/Iptypes.h	_IP_ADDR_STRING	ms891175	Windows CE .NET 4.1 and later.	0x0410		
include/Iptypes.h	enum	ms890886	Windows CE .NET 4.2 and later.	0x0420		
include/Iptypes.h	enum	ms891176	Windows CE .NET 4.2 and later.	0x0420		
include/Iptypes.h	enum	ms891180	Windows CE .NET 4.2 and later.	0x0420		
include/Iptypes.h	enum	aa450430	Windows CE .NET 4.2 and later.	0x0420		
include/Iptypes.h	enum	aa450875	Windows CE .NET 4.2 and later.	0x0420		
include/Iptypes.h	_IP_ADAPTER_UNICAST_ADDRESS	ms891173	Windows CE .NET 4.1 and later.	0x0410		
include/Iptypes.h	_IP_ADAPTER_ANYCAST_ADDRESS	ms891168	Windows CE .NET 4.1 and later.	0x0410		
include/Iptypes.h	_IP_ADAPTER_MULTICAST_ADDRESS	ms891171	Windows CE .NET 4.1 and later.	0x0410		
include/Iptypes.h	_IP_ADAPTER_PREFIX	ms891172	Windows CE .NET 4.2 and later.	0x0420		
include/Kernel.h	FlushDCache	ms902902	Windows CE .NET 4.0 and later.	0x0400		
include/Kernel.h	FlushICache	ms902910	Windows CE .NET 4.0 and later.	0x0400		
include/Kernel.h	OEMCacheRangeFlush	ms903218	Windows CE .NET 4.2 and later.	0x0420		
include/Kernel.h	SC_GetTickCount	ms903551	Windows CE .NET 4.0 and later.	0x0400		
include/Kernel.h	KLocalFileTimeToFileTime	ms903211	Windows CE 2.10 and later.	0x0210		
include/Kfuncs.h	CeGetCallerTrust	aa450792	Windows CE 3.0 and later.	0x0300		
include/Kfuncs.h	GetCurrentProcessId	ms885614	Windows CE 1.0 and later.	0x0100		
include/Kfuncs.h	GetCurrentThreadId	ms885616	Windows CE 1.0 and later.	0x0100		
include/Lap.h	_InitLap	ms926088	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Lap.h	VerifyUser	ms926456	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Lap.h	CreateEnrollmentConfigDialog	ms937727	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Lap.h	InitLAP	ms926083	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Lap.h	LAPCreateEnrollmentConfigDialog	ms926118	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Lap.h	VerifyUserStart	ms926488	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Lap.h	VerifyUserStop	ms926489	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Lap.h	VerifyUserToTop	ms926490	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Lap.h	DeinitLAP	ms938427	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Lass.h	LASSReloadConfig	ms926124	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Loadauth.h	WIN_CERTIFICATE	ms920091	Windows CE 3.0 and later.	0x0300		
include/Mlang.h	tagMIMECONTF	ms918819	Windows CE .NET 4.0 and later.	0x0400		
include/Mlang.h	tagMLCONVCHARF	ms918823	Windows CE .NET 4.0 and later.	0x0400		
include/Mlang.h	tagMLCPF	ms918824	Windows CE .NET 4.0 and later.	0x0400		
include/Mlang.h	tagMLDETECTCP	ms918825	Windows CE .NET 4.0 and later.	0x0400		
include/Mlang.h	tagSCRIPTCONTF	ms918854	Windows CE .NET 4.0 and later.	0x0400		
include/Mlang.h	tagSCRIPTFONTCONTF	ms918856	Windows CE .NET 4.0 and later.	0x0400		
include/Mlang.h	SCRIPT_ID	ms918854	Windows CE .NET 4.0 and later.	0x0400		
include/Mlang.h	tagUNICODERANGE	ms918861	Windows CE .NET 4.0 and later.	0x0400		
include/Mlang.h	tagDetectEncodingInfo	aa452152	Windows CE .NET 4.0 and later.	0x0400		
include/Mlang.h	tagMIMECPINFO	aa452373	Windows CE .NET 4.0 and later.	0x0400		
include/Mlang.h	tagMIMECSETINFO	aa452373	Windows CE .NET 4.0 and later.	0x0400		
